Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
10:03:50 train - loss: 0.1593, acc: 0.9442
Epoch 29, lr 0.792429
10:04:18 train - loss: 0.1533, acc: 0.9452
Epoch 30, lr 0.791567
10:04:45 train - loss: 0.1578, acc: 0.9443
10:04:48 valid - loss: 0.3395, acc: 0.8959
Epoch 31, lr 0.790660
10:05:15 train - loss: 0.1458, acc: 0.9479
Epoch 32, lr 0.789707
10:05:43 train - loss: 0.1475, acc: 0.9475
Epoch 33, lr 0.788708
10:06:11 train - loss: 0.1459, acc: 0.9483
Epoch 34, lr 0.787663
10:06:38 train - loss: 0.1454, acc: 0.9486
Epoch 35, lr 0.786573
10:07:06 train - loss: 0.1398, acc: 0.9503
Epoch 36, lr 0.785438
10:07:34 train - loss: 0.1354, acc: 0.9525
Epoch 37, lr 0.784258
10:08:02 train - loss: 0.1386, acc: 0.9511
Epoch 38, lr 0.783032
10:08:29 train - loss: 0.1353, acc: 0.9516
Epoch 39, lr 0.781762
10:08:57 train - loss: 0.1321, acc: 0.9530
Epoch 40, lr 0.780447
10:09:25 train - loss: 0.1306, acc: 0.9538
10:09:27 valid - loss: 0.4049, acc: 0.8812
Epoch 41, lr 0.779087
10:09:55 train - loss: 0.1269, acc: 0.9555
Epoch 42, lr 0.777683
10:10:23 train - loss: 0.1243, acc: 0.9562
Epoch 43, lr 0.776235
10:10:50 train - loss: 0.1240, acc: 0.9557
Epoch 44, lr 0.774743
10:11:18 train - loss: 0.1238, acc: 0.9569
Epoch 45, lr 0.773206
10:11:46 train - loss: 0.1227, acc: 0.9574
Epoch 46, lr 0.771626
10:12:14 train - loss: 0.1261, acc: 0.9548
Epoch 47, lr 0.770003
10:12:41 train - loss: 0.1223, acc: 0.9580
Epoch 48, lr 0.768336
10:13:09 train - loss: 0.1216, acc: 0.9576
Epoch 49, lr 0.766625
10:13:37 train - loss: 0.1220, acc: 0.9574
Epoch 50, lr 0.764872
10:14:05 train - loss: 0.1193, acc: 0.9583
10:14:07 valid - loss: 0.3050, acc: 0.9033
Epoch 51, lr 0.763076
10:14:35 train - loss: 0.1158, acc: 0.9594
Epoch 52, lr 0.761238
10:15:03 train - loss: 0.1203, acc: 0.9571
Epoch 53, lr 0.759357
10:15:30 train - loss: 0.1166, acc: 0.9583
Epoch 54, lr 0.757434
10:15:58 train - loss: 0.1132, acc: 0.9598
Epoch 55, lr 0.755469
10:16:26 train - loss: 0.1063, acc: 0.9635
Epoch 56, lr 0.753463
10:16:54 train - loss: 0.1105, acc: 0.9608
Epoch 57, lr 0.751415
10:17:22 train - loss: 0.1131, acc: 0.9599
Epoch 58, lr 0.749326
10:17:50 train - loss: 0.1078, acc: 0.9624
Epoch 59, lr 0.747196
10:18:17 train - loss: 0.1075, acc: 0.9621
Epoch 60, lr 0.745026
10:18:45 train - loss: 0.1110, acc: 0.9608
10:18:48 valid - loss: 0.3184, acc: 0.9075
Epoch 61, lr 0.742814
10:19:16 train - loss: 0.1075, acc: 0.9609
Epoch 62, lr 0.740563
10:19:43 train - loss: 0.1056, acc: 0.9636
Epoch 63, lr 0.738272
10:20:11 train - loss: 0.1071, acc: 0.9625
Epoch 64, lr 0.735941
10:20:39 train - loss: 0.1004, acc: 0.9639
Epoch 65, lr 0.733571
10:21:06 train - loss: 0.1051, acc: 0.9626
Epoch 66, lr 0.731162
10:21:34 train - loss: 0.1044, acc: 0.9630
Epoch 67, lr 0.728714
10:22:02 train - loss: 0.1048, acc: 0.9625
Epoch 68, lr 0.726227
10:22:30 train - loss: 0.1010, acc: 0.9648
Epoch 69, lr 0.723702
10:22:57 train - loss: 0.0964, acc: 0.9662
Epoch 70, lr 0.721140
10:23:25 train - loss: 0.1038, acc: 0.9622
10:23:27 valid - loss: 0.3130, acc: 0.9049
Epoch 71, lr 0.718539
10:23:55 train - loss: 0.0977, acc: 0.9663
Epoch 72, lr 0.715901
10:24:23 train - loss: 0.0961, acc: 0.9658
Epoch 73, lr 0.713227
10:24:50 train - loss: 0.0953, acc: 0.9667
Epoch 74, lr 0.710515
10:25:18 train - loss: 0.0908, acc: 0.9677
Epoch 75, lr 0.707768
10:25:46 train - loss: 0.0952, acc: 0.9661
Epoch 76, lr 0.704984
10:26:13 train - loss: 0.0935, acc: 0.9670
Epoch 77, lr 0.702164
10:26:41 train - loss: 0.0886, acc: 0.9689
Epoch 78, lr 0.699309
10:27:09 train - loss: 0.0913, acc: 0.9684
Epoch 79, lr 0.696419
10:27:36 train - loss: 0.0886, acc: 0.9695
Epoch 80, lr 0.693494
10:28:04 train - loss: 0.0911, acc: 0.9679
10:28:06 valid - loss: 0.2878, acc: 0.9136
Epoch 81, lr 0.690535
10:28:34 train - loss: 0.0865, acc: 0.9701
Epoch 82, lr 0.687542
10:29:02 train - loss: 0.0872, acc: 0.9697
Epoch 83, lr 0.684515
10:29:29 train - loss: 0.0865, acc: 0.9697
Epoch 84, lr 0.681455
10:29:57 train - loss: 0.0839, acc: 0.9702
Epoch 85, lr 0.678362
10:30:25 train - loss: 0.0931, acc: 0.9679
Epoch 86, lr 0.675236
10:30:53 train - loss: 0.0857, acc: 0.9701
Epoch 87, lr 0.672078
10:31:20 train - loss: 0.0789, acc: 0.9727
Epoch 88, lr 0.668888
10:31:48 train - loss: 0.0779, acc: 0.9720
Epoch 89, lr 0.665667
10:32:16 train - loss: 0.0859, acc: 0.9706
Epoch 90, lr 0.662414
10:32:43 train - loss: 0.0817, acc: 0.9715
10:32:46 valid - loss: 0.2956, acc: 0.9143
Epoch 91, lr 0.659131
10:33:13 train - loss: 0.0830, acc: 0.9708
Epoch 92, lr 0.655817
10:33:41 train - loss: 0.0836, acc: 0.9701
Epoch 93, lr 0.652474
10:34:09 train - loss: 0.0811, acc: 0.9716
Epoch 94, lr 0.649101
10:34:36 train - loss: 0.0773, acc: 0.9723
Epoch 95, lr 0.645698
10:35:04 train - loss: 0.0804, acc: 0.9713
Epoch 96, lr 0.642267
10:35:32 train - loss: 0.0840, acc: 0.9706
Epoch 97, lr 0.638808
10:35:59 train - loss: 0.0744, acc: 0.9741
Epoch 98, lr 0.635320
10:36:27 train - loss: 0.0740, acc: 0.9738
Epoch 99, lr 0.631805
10:36:55 train - loss: 0.0796, acc: 0.9721
Epoch 100, lr 0.628263
10:37:22 train - loss: 0.0748, acc: 0.9737
10:37:25 valid - loss: 0.2885, acc: 0.9183
Epoch 101, lr 0.624694
10:37:52 train - loss: 0.0718, acc: 0.9750
Epoch 102, lr 0.621099
10:38:20 train - loss: 0.0729, acc: 0.9747
Epoch 103, lr 0.617478
10:38:48 train - loss: 0.0766, acc: 0.9729
Epoch 104, lr 0.613831
10:39:16 train - loss: 0.0729, acc: 0.9748
Epoch 105, lr 0.610160
10:39:43 train - loss: 0.0700, acc: 0.9759
Epoch 106, lr 0.606464
10:40:11 train - loss: 0.0697, acc: 0.9758
Epoch 107, lr 0.602743
10:40:39 train - loss: 0.0716, acc: 0.9750
Epoch 108, lr 0.598999
10:41:06 train - loss: 0.0648, acc: 0.9777
Epoch 109, lr 0.595232
10:41:34 train - loss: 0.0727, acc: 0.9750
Epoch 110, lr 0.591442
10:42:02 train - loss: 0.0726, acc: 0.9742
10:42:04 valid - loss: 0.3005, acc: 0.9140
Epoch 111, lr 0.587629
10:42:32 train - loss: 0.0686, acc: 0.9759
Epoch 112, lr 0.583795
10:43:00 train - loss: 0.0639, acc: 0.9780
Epoch 113, lr 0.579938
10:43:27 train - loss: 0.0649, acc: 0.9770
Epoch 114, lr 0.576061
10:43:55 train - loss: 0.0619, acc: 0.9789
Epoch 115, lr 0.572164
10:44:23 train - loss: 0.0607, acc: 0.9787
Epoch 116, lr 0.568246
10:44:50 train - loss: 0.0616, acc: 0.9785
Epoch 117, lr 0.564308
10:45:18 train - loss: 0.0627, acc: 0.9781
Epoch 118, lr 0.560351
10:45:46 train - loss: 0.0612, acc: 0.9792
Epoch 119, lr 0.556376
10:46:14 train - loss: 0.0604, acc: 0.9785
Epoch 120, lr 0.552382
10:46:41 train - loss: 0.0596, acc: 0.9798
10:46:43 valid - loss: 0.2821, acc: 0.9233
Epoch 121, lr 0.548370
10:47:11 train - loss: 0.0637, acc: 0.9779
Epoch 122, lr 0.544341
10:47:39 train - loss: 0.0615, acc: 0.9785
Epoch 123, lr 0.540295
10:48:07 train - loss: 0.0582, acc: 0.9796
Epoch 124, lr 0.536233
10:48:34 train - loss: 0.0622, acc: 0.9782
Epoch 125, lr 0.532155
10:49:02 train - loss: 0.0577, acc: 0.9797
Epoch 126, lr 0.528061
10:49:30 train - loss: 0.0552, acc: 0.9810
Epoch 127, lr 0.523952
10:49:57 train - loss: 0.0598, acc: 0.9789
Epoch 128, lr 0.519829
10:50:25 train - loss: 0.0555, acc: 0.9809
Epoch 129, lr 0.515692
10:50:53 train - loss: 0.0529, acc: 0.9817
Epoch 130, lr 0.511541
10:51:20 train - loss: 0.0564, acc: 0.9803
10:51:23 valid - loss: 0.2803, acc: 0.9215
Epoch 131, lr 0.507378
10:51:50 train - loss: 0.0562, acc: 0.9803
Epoch 132, lr 0.503201
10:52:18 train - loss: 0.0507, acc: 0.9823
Epoch 133, lr 0.499013
10:52:46 train - loss: 0.0529, acc: 0.9819
Epoch 134, lr 0.494813
10:53:13 train - loss: 0.0500, acc: 0.9825
Epoch 135, lr 0.490602
10:53:41 train - loss: 0.0554, acc: 0.9806
Epoch 136, lr 0.486381
10:54:09 train - loss: 0.0465, acc: 0.9840
Epoch 137, lr 0.482149
10:54:36 train - loss: 0.0492, acc: 0.9826
Epoch 138, lr 0.477908
10:55:04 train - loss: 0.0471, acc: 0.9838
Epoch 139, lr 0.473658
10:55:32 train - loss: 0.0522, acc: 0.9816
Epoch 140, lr 0.469399
10:55:59 train - loss: 0.0499, acc: 0.9834
10:56:01 valid - loss: 0.2894, acc: 0.9213
Epoch 141, lr 0.465132
10:56:29 train - loss: 0.0519, acc: 0.9818
Epoch 142, lr 0.460857
10:56:57 train - loss: 0.0502, acc: 0.9836
Epoch 143, lr 0.456576
10:57:25 train - loss: 0.0430, acc: 0.9847
Epoch 144, lr 0.452288
10:57:52 train - loss: 0.0377, acc: 0.9875
Epoch 145, lr 0.447993
10:58:20 train - loss: 0.0438, acc: 0.9849
Epoch 146, lr 0.443694
10:58:48 train - loss: 0.0437, acc: 0.9855
Epoch 147, lr 0.439389
10:59:15 train - loss: 0.0437, acc: 0.9850
Epoch 148, lr 0.435079
10:59:43 train - loss: 0.0464, acc: 0.9836
Epoch 149, lr 0.430766
11:00:11 train - loss: 0.0425, acc: 0.9856
Epoch 150, lr 0.426449
11:00:38 train - loss: 0.0359, acc: 0.9880
11:00:40 valid - loss: 0.2758, acc: 0.9261
Epoch 151, lr 0.422128
11:01:08 train - loss: 0.0437, acc: 0.9845
Epoch 152, lr 0.417806
11:01:36 train - loss: 0.0416, acc: 0.9857
Epoch 153, lr 0.413481
11:02:04 train - loss: 0.0391, acc: 0.9869
Epoch 154, lr 0.409155
11:02:32 train - loss: 0.0367, acc: 0.9873
Epoch 155, lr 0.404828
11:02:59 train - loss: 0.0389, acc: 0.9863
Epoch 156, lr 0.400500
11:03:27 train - loss: 0.0344, acc: 0.9882
Epoch 157, lr 0.396172
11:03:55 train - loss: 0.0377, acc: 0.9869
Epoch 158, lr 0.391845
11:04:22 train - loss: 0.0410, acc: 0.9859
Epoch 159, lr 0.387519
11:04:50 train - loss: 0.0408, acc: 0.9861
Epoch 160, lr 0.383194
11:05:18 train - loss: 0.0360, acc: 0.9871
11:05:20 valid - loss: 0.2789, acc: 0.9287
Epoch 161, lr 0.378872
11:05:48 train - loss: 0.0353, acc: 0.9881
Epoch 162, lr 0.374551
11:06:15 train - loss: 0.0301, acc: 0.9901
Epoch 163, lr 0.370234
11:06:43 train - loss: 0.0338, acc: 0.9885
Epoch 164, lr 0.365921
11:07:11 train - loss: 0.0300, acc: 0.9898
Epoch 165, lr 0.361611
11:07:38 train - loss: 0.0336, acc: 0.9885
Epoch 166, lr 0.357306
11:08:06 train - loss: 0.0357, acc: 0.9877
Epoch 167, lr 0.353007
11:08:33 train - loss: 0.0338, acc: 0.9886
Epoch 168, lr 0.348712
11:09:01 train - loss: 0.0297, acc: 0.9895
Epoch 169, lr 0.344424
11:09:29 train - loss: 0.0301, acc: 0.9899
Epoch 170, lr 0.340143
11:09:56 train - loss: 0.0269, acc: 0.9914
11:09:59 valid - loss: 0.2957, acc: 0.9247
Epoch 171, lr 0.335868
11:10:26 train - loss: 0.0302, acc: 0.9900
Epoch 172, lr 0.331601
11:10:54 train - loss: 0.0296, acc: 0.9902
Epoch 173, lr 0.327342
11:11:22 train - loss: 0.0289, acc: 0.9905
Epoch 174, lr 0.323092
11:11:49 train - loss: 0.0250, acc: 0.9911
Epoch 175, lr 0.318851
11:12:17 train - loss: 0.0253, acc: 0.9912
Epoch 176, lr 0.314619
11:12:45 train - loss: 0.0257, acc: 0.9919
Epoch 177, lr 0.310398
11:13:12 train - loss: 0.0272, acc: 0.9911
Epoch 178, lr 0.306187
11:13:40 train - loss: 0.0225, acc: 0.9925
Epoch 179, lr 0.301987
11:14:08 train - loss: 0.0227, acc: 0.9927
Epoch 180, lr 0.297799
11:14:35 train - loss: 0.0222, acc: 0.9927
11:14:38 valid - loss: 0.2803, acc: 0.9306
Epoch 181, lr 0.293622
11:15:05 train - loss: 0.0204, acc: 0.9933
Epoch 182, lr 0.289459
11:15:33 train - loss: 0.0235, acc: 0.9923
Epoch 183, lr 0.285308
11:16:01 train - loss: 0.0220, acc: 0.9928
Epoch 184, lr 0.281171
11:16:28 train - loss: 0.0182, acc: 0.9941
Epoch 185, lr 0.277048
11:16:56 train - loss: 0.0160, acc: 0.9949
Epoch 186, lr 0.272939
11:17:24 train - loss: 0.0148, acc: 0.9955
Epoch 187, lr 0.268845
11:17:51 train - loss: 0.0122, acc: 0.9963
Epoch 188, lr 0.264767
11:18:19 train - loss: 0.0138, acc: 0.9960
Epoch 189, lr 0.260705
11:18:47 train - loss: 0.0126, acc: 0.9961
Epoch 190, lr 0.256659
11:19:14 train - loss: 0.0154, acc: 0.9953
11:19:16 valid - loss: 0.2738, acc: 0.9335
Epoch 191, lr 0.252630
11:19:44 train - loss: 0.0128, acc: 0.9963
Epoch 192, lr 0.248618
11:20:12 train - loss: 0.0136, acc: 0.9956
Epoch 193, lr 0.244624
11:20:40 train - loss: 0.0120, acc: 0.9964
Epoch 194, lr 0.240649
11:21:08 train - loss: 0.0109, acc: 0.9969
Epoch 195, lr 0.236692
11:21:35 train - loss: 0.0110, acc: 0.9967
Epoch 196, lr 0.232754
11:22:03 train - loss: 0.0109, acc: 0.9968
Epoch 197, lr 0.228836
11:22:31 train - loss: 0.0124, acc: 0.9962
Epoch 198, lr 0.224939
11:22:58 train - loss: 0.0145, acc: 0.9955
Epoch 199, lr 0.221062
11:23:26 train - loss: 0.0120, acc: 0.9962
Epoch 200, lr 0.217205
11:23:54 train - loss: 0.0118, acc: 0.9961
11:23:56 valid - loss: 0.2724, acc: 0.9353
Epoch 201, lr 0.213371
11:24:24 train - loss: 0.0118, acc: 0.9966
Epoch 202, lr 0.209558
11:24:51 train - loss: 0.0087, acc: 0.9974
Epoch 203, lr 0.205768
11:25:19 train - loss: 0.0080, acc: 0.9978
Epoch 204, lr 0.202001
11:25:47 train - loss: 0.0082, acc: 0.9979
Epoch 205, lr 0.198257
11:26:14 train - loss: 0.0077, acc: 0.9976
Epoch 206, lr 0.194536
11:26:42 train - loss: 0.0079, acc: 0.9978
Epoch 207, lr 0.190840
11:27:10 train - loss: 0.0084, acc: 0.9976
Epoch 208, lr 0.187169
11:27:37 train - loss: 0.0064, acc: 0.9984
Epoch 209, lr 0.183522
11:28:05 train - loss: 0.0047, acc: 0.9990
Epoch 210, lr 0.179901
11:28:33 train - loss: 0.0042, acc: 0.9991
11:28:35 valid - loss: 0.2551, acc: 0.9411
Epoch 211, lr 0.176306
11:29:02 train - loss: 0.0035, acc: 0.9993
Epoch 212, lr 0.172737
11:29:30 train - loss: 0.0028, acc: 0.9995
Epoch 213, lr 0.169195
11:29:58 train - loss: 0.0023, acc: 0.9996
Epoch 214, lr 0.165680
11:30:25 train - loss: 0.0021, acc: 0.9997
Epoch 215, lr 0.162192
11:30:53 train - loss: 0.0012, acc: 0.9999
Epoch 216, lr 0.158733
11:31:21 train - loss: 0.0009, acc: 0.9999
Epoch 217, lr 0.155302
11:31:48 train - loss: 0.0008, acc: 1.0000
Epoch 218, lr 0.151899
11:32:16 train - loss: 0.0008, acc: 0.9999
Epoch 219, lr 0.148526
11:32:44 train - loss: 0.0007, acc: 1.0000
Epoch 220, lr 0.145183
11:33:11 train - loss: 0.0008, acc: 0.9999
11:33:13 valid - loss: 0.2173, acc: 0.9451
Epoch 221, lr 0.141869
11:33:41 train - loss: 0.0008, acc: 1.0000
Epoch 222, lr 0.138586
11:34:09 train - loss: 0.0008, acc: 0.9999
Epoch 223, lr 0.135333
11:34:36 train - loss: 0.0007, acc: 1.0000
Epoch 224, lr 0.132112
11:35:04 train - loss: 0.0008, acc: 0.9999
Epoch 225, lr 0.128922
11:35:32 train - loss: 0.0008, acc: 1.0000
Epoch 226, lr 0.125764
11:35:59 train - loss: 0.0006, acc: 1.0000
Epoch 227, lr 0.122638
11:36:27 train - loss: 0.0005, acc: 1.0000
Epoch 228, lr 0.119545
11:36:55 train - loss: 0.0005, acc: 1.0000
Epoch 229, lr 0.116485
11:37:22 train - loss: 0.0005, acc: 1.0000
Epoch 230, lr 0.113458
11:37:50 train - loss: 0.0005, acc: 1.0000
11:37:52 valid - loss: 0.2135, acc: 0.9466
Epoch 231, lr 0.110465
11:38:20 train - loss: 0.0006, acc: 1.0000
Epoch 232, lr 0.107506
11:38:47 train - loss: 0.0005, acc: 1.0000
Epoch 233, lr 0.104581
11:39:15 train - loss: 0.0005, acc: 1.0000
Epoch 234, lr 0.101691
11:39:43 train - loss: 0.0005, acc: 1.0000
Epoch 235, lr 0.098836
11:40:10 train - loss: 0.0005, acc: 1.0000
Epoch 236, lr 0.096016
11:40:38 train - loss: 0.0005, acc: 1.0000
Epoch 237, lr 0.093232
11:41:06 train - loss: 0.0005, acc: 1.0000
Epoch 238, lr 0.090485
11:41:34 train - loss: 0.0005, acc: 1.0000
Epoch 239, lr 0.087773
11:42:01 train - loss: 0.0005, acc: 1.0000
Epoch 240, lr 0.085099
11:42:29 train - loss: 0.0005, acc: 1.0000
11:42:31 valid - loss: 0.2136, acc: 0.9465
Epoch 241, lr 0.082461
11:42:59 train - loss: 0.0005, acc: 1.0000
Epoch 242, lr 0.079860
11:43:26 train - loss: 0.0005, acc: 1.0000
Epoch 243, lr 0.077298
11:43:54 train - loss: 0.0005, acc: 1.0000
Epoch 244, lr 0.074773
11:44:22 train - loss: 0.0005, acc: 1.0000
Epoch 245, lr 0.072286
11:44:49 train - loss: 0.0005, acc: 1.0000
Epoch 246, lr 0.069838
11:45:17 train - loss: 0.0005, acc: 1.0000
Epoch 247, lr 0.067429
11:45:44 train - loss: 0.0005, acc: 1.0000
Epoch 248, lr 0.065059
11:46:12 train - loss: 0.0006, acc: 1.0000
Epoch 249, lr 0.062728
11:46:40 train - loss: 0.0005, acc: 1.0000
Epoch 250, lr 0.060437
11:47:07 train - loss: 0.0005, acc: 1.0000
11:47:10 valid - loss: 0.2119, acc: 0.9468
Epoch 251, lr 0.058186
11:47:37 train - loss: 0.0005, acc: 1.0000
Epoch 252, lr 0.055974
11:48:05 train - loss: 0.0005, acc: 1.0000
Epoch 253, lr 0.053804
11:48:33 train - loss: 0.0005, acc: 1.0000
Epoch 254, lr 0.051674
11:49:00 train - loss: 0.0005, acc: 1.0000
Epoch 255, lr 0.049585
11:49:28 train - loss: 0.0005, acc: 1.0000
Epoch 256, lr 0.047537
11:49:56 train - loss: 0.0005, acc: 1.0000
Epoch 257, lr 0.045531
11:50:23 train - loss: 0.0005, acc: 1.0000
Epoch 258, lr 0.043566
11:50:51 train - loss: 0.0006, acc: 1.0000
Epoch 259, lr 0.041643
11:51:19 train - loss: 0.0006, acc: 1.0000
Epoch 260, lr 0.039762
11:51:46 train - loss: 0.0006, acc: 1.0000
11:51:48 valid - loss: 0.2120, acc: 0.9461
Epoch 261, lr 0.037924
11:52:16 train - loss: 0.0005, acc: 1.0000
Epoch 262, lr 0.036128
11:52:44 train - loss: 0.0005, acc: 1.0000
Epoch 263, lr 0.034375
11:53:12 train - loss: 0.0005, acc: 1.0000
Epoch 264, lr 0.032664
11:53:39 train - loss: 0.0005, acc: 1.0000
Epoch 265, lr 0.030997
11:54:07 train - loss: 0.0005, acc: 1.0000
Epoch 266, lr 0.029374
11:54:35 train - loss: 0.0005, acc: 1.0000
Epoch 267, lr 0.027794
11:55:02 train - loss: 0.0005, acc: 1.0000
Epoch 268, lr 0.026257
11:55:30 train - loss: 0.0005, acc: 1.0000
Epoch 269, lr 0.024765
11:55:58 train - loss: 0.0005, acc: 1.0000
Epoch 270, lr 0.023317
11:56:25 train - loss: 0.0005, acc: 1.0000
11:56:27 valid - loss: 0.2123, acc: 0.9458
Epoch 271, lr 0.021913
11:56:55 train - loss: 0.0005, acc: 1.0000
Epoch 272, lr 0.020553
11:57:23 train - loss: 0.0005, acc: 1.0000
Epoch 273, lr 0.019238
11:57:50 train - loss: 0.0005, acc: 1.0000
Epoch 274, lr 0.017968
11:58:18 train - loss: 0.0005, acc: 1.0000
Epoch 275, lr 0.016742
11:58:46 train - loss: 0.0005, acc: 1.0000
Epoch 276, lr 0.015562
11:59:13 train - loss: 0.0005, acc: 1.0000
Epoch 277, lr 0.014427
11:59:41 train - loss: 0.0005, acc: 1.0000
Epoch 278, lr 0.013337
12:00:09 train - loss: 0.0005, acc: 1.0000
Epoch 279, lr 0.012292
12:00:36 train - loss: 0.0005, acc: 1.0000
Epoch 280, lr 0.011293
12:01:04 train - loss: 0.0005, acc: 1.0000
12:01:06 valid - loss: 0.2185, acc: 0.9452
Epoch 281, lr 0.010340
12:01:34 train - loss: 0.0005, acc: 1.0000
Epoch 282, lr 0.009433
12:02:02 train - loss: 0.0005, acc: 1.0000
Epoch 283, lr 0.008571
12:02:29 train - loss: 0.0005, acc: 1.0000
Epoch 284, lr 0.007756
12:02:57 train - loss: 0.0005, acc: 1.0000
Epoch 285, lr 0.006986
12:03:25 train - loss: 0.0005, acc: 1.0000
Epoch 286, lr 0.006263
12:03:52 train - loss: 0.0005, acc: 1.0000
Epoch 287, lr 0.005586
12:04:20 train - loss: 0.0005, acc: 1.0000
Epoch 288, lr 0.004955
12:04:48 train - loss: 0.0005, acc: 1.0000
Epoch 289, lr 0.004371
12:05:15 train - loss: 0.0005, acc: 1.0000
Epoch 290, lr 0.003833
12:05:43 train - loss: 0.0005, acc: 1.0000
12:05:45 valid - loss: 0.2132, acc: 0.9452
Epoch 291, lr 0.003342
12:06:13 train - loss: 0.0005, acc: 1.0000
Epoch 292, lr 0.002897
12:06:40 train - loss: 0.0005, acc: 1.0000
Epoch 293, lr 0.002499
12:07:08 train - loss: 0.0005, acc: 1.0000
Epoch 294, lr 0.002148
12:07:36 train - loss: 0.0005, acc: 1.0000
Epoch 295, lr 0.001844
12:08:03 train - loss: 0.0005, acc: 1.0000
Epoch 296, lr 0.001586
12:08:31 train - loss: 0.0005, acc: 1.0000
Epoch 297, lr 0.001375
12:08:58 train - loss: 0.0005, acc: 1.0000
Epoch 298, lr 0.001211
12:09:26 train - loss: 0.0005, acc: 1.0000
Epoch 299, lr 0.001094
12:09:54 train - loss: 0.0005, acc: 1.0000
Epoch 300, lr 0.001023
12:10:21 train - loss: 0.0005, acc: 1.0000
12:10:23 valid - loss: 0.2114, acc: 0.9463
