Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
12:45:12 train - loss: 1.0740, acc: 0.6041
Epoch 53, lr 0.759357
12:45:41 train - loss: 1.0721, acc: 0.6063
Epoch 54, lr 0.757434
12:46:10 train - loss: 1.0693, acc: 0.6064
Epoch 55, lr 0.755469
12:46:39 train - loss: 1.0721, acc: 0.6054
Epoch 56, lr 0.753463
12:47:08 train - loss: 1.0596, acc: 0.6122
Epoch 57, lr 0.751415
12:47:37 train - loss: 1.0561, acc: 0.6126
Epoch 58, lr 0.749326
12:48:06 train - loss: 1.0568, acc: 0.6125
Epoch 59, lr 0.747196
12:48:35 train - loss: 1.0872, acc: 0.5980
Epoch 60, lr 0.745026
12:49:04 train - loss: 1.0575, acc: 0.6104
12:49:06 valid - loss: 0.8005, acc: 0.7148
Epoch 61, lr 0.742814
12:49:36 train - loss: 1.0744, acc: 0.6063
Epoch 62, lr 0.740563
12:50:05 train - loss: 1.0452, acc: 0.6158
Epoch 63, lr 0.738272
12:50:34 train - loss: 1.0447, acc: 0.6167
Epoch 64, lr 0.735941
12:51:03 train - loss: 1.0388, acc: 0.6187
Epoch 65, lr 0.733571
12:51:32 train - loss: 1.0450, acc: 0.6165
Epoch 66, lr 0.731162
12:52:01 train - loss: 1.0455, acc: 0.6151
Epoch 67, lr 0.728714
12:52:30 train - loss: 1.0291, acc: 0.6236
Epoch 68, lr 0.726227
12:52:59 train - loss: 1.0432, acc: 0.6183
Epoch 69, lr 0.723702
12:53:28 train - loss: 1.0794, acc: 0.6068
Epoch 70, lr 0.721140
12:53:56 train - loss: 1.0468, acc: 0.6168
12:53:59 valid - loss: 0.9551, acc: 0.6761
Epoch 71, lr 0.718539
12:54:28 train - loss: 1.0402, acc: 0.6200
Epoch 72, lr 0.715901
12:54:57 train - loss: 1.0232, acc: 0.6260
Epoch 73, lr 0.713227
12:55:26 train - loss: 1.0386, acc: 0.6170
Epoch 74, lr 0.710515
12:55:55 train - loss: 1.0256, acc: 0.6247
Epoch 75, lr 0.707768
12:56:24 train - loss: 1.0386, acc: 0.6208
Epoch 76, lr 0.704984
12:56:53 train - loss: 1.0228, acc: 0.6247
Epoch 77, lr 0.702164
12:57:22 train - loss: 1.0199, acc: 0.6257
Epoch 78, lr 0.699309
12:57:51 train - loss: 1.0203, acc: 0.6218
Epoch 79, lr 0.696419
12:58:20 train - loss: 1.0158, acc: 0.6274
Epoch 80, lr 0.693494
12:58:49 train - loss: 1.0164, acc: 0.6282
12:58:51 valid - loss: 0.7643, acc: 0.7286
Epoch 81, lr 0.690535
12:59:20 train - loss: 1.0176, acc: 0.6286
Epoch 82, lr 0.687542
12:59:49 train - loss: 1.0138, acc: 0.6296
Epoch 83, lr 0.684515
13:00:18 train - loss: 1.0090, acc: 0.6324
Epoch 84, lr 0.681455
13:00:47 train - loss: 1.0124, acc: 0.6293
Epoch 85, lr 0.678362
13:01:16 train - loss: 1.0112, acc: 0.6312
Epoch 86, lr 0.675236
13:01:45 train - loss: 1.0046, acc: 0.6337
Epoch 87, lr 0.672078
13:02:14 train - loss: 1.0070, acc: 0.6316
Epoch 88, lr 0.668888
13:02:43 train - loss: 1.0018, acc: 0.6335
Epoch 89, lr 0.665667
13:03:12 train - loss: 1.0083, acc: 0.6348
Epoch 90, lr 0.662414
13:03:41 train - loss: 0.9968, acc: 0.6355
13:03:44 valid - loss: 0.7745, acc: 0.7280
Epoch 91, lr 0.659131
13:04:13 train - loss: 0.9923, acc: 0.6365
Epoch 92, lr 0.655817
13:04:42 train - loss: 1.0026, acc: 0.6357
Epoch 93, lr 0.652474
13:05:11 train - loss: 1.0049, acc: 0.6338
Epoch 94, lr 0.649101
13:05:40 train - loss: 0.9894, acc: 0.6378
Epoch 95, lr 0.645698
13:06:09 train - loss: 0.9949, acc: 0.6359
Epoch 96, lr 0.642267
13:06:38 train - loss: 0.9874, acc: 0.6373
Epoch 97, lr 0.638808
13:07:07 train - loss: 0.9870, acc: 0.6393
Epoch 98, lr 0.635320
13:07:36 train - loss: 0.9927, acc: 0.6372
Epoch 99, lr 0.631805
13:08:05 train - loss: 0.9872, acc: 0.6389
Epoch 100, lr 0.628263
13:08:34 train - loss: 0.9792, acc: 0.6422
13:08:36 valid - loss: 0.7305, acc: 0.7477
Epoch 101, lr 0.624694
13:09:05 train - loss: 0.9816, acc: 0.6409
Epoch 102, lr 0.621099
13:09:34 train - loss: 0.9984, acc: 0.6346
Epoch 103, lr 0.617478
13:10:03 train - loss: 0.9803, acc: 0.6426
Epoch 104, lr 0.613831
13:10:32 train - loss: 0.9758, acc: 0.6431
Epoch 105, lr 0.610160
13:11:01 train - loss: 0.9851, acc: 0.6426
Epoch 106, lr 0.606464
13:11:30 train - loss: 0.9696, acc: 0.6486
Epoch 107, lr 0.602743
13:11:59 train - loss: 0.9711, acc: 0.6476
Epoch 108, lr 0.598999
13:12:28 train - loss: 0.9664, acc: 0.6466
Epoch 109, lr 0.595232
13:12:57 train - loss: 0.9682, acc: 0.6467
Epoch 110, lr 0.591442
13:13:26 train - loss: 0.9746, acc: 0.6450
13:13:28 valid - loss: 0.7043, acc: 0.7553
Epoch 111, lr 0.587629
13:13:57 train - loss: 0.9650, acc: 0.6458
Epoch 112, lr 0.583795
13:14:26 train - loss: 0.9711, acc: 0.6450
Epoch 113, lr 0.579938
13:14:55 train - loss: 0.9715, acc: 0.6483
Epoch 114, lr 0.576061
13:15:24 train - loss: 0.9656, acc: 0.6481
Epoch 115, lr 0.572164
13:15:53 train - loss: 0.9594, acc: 0.6511
Epoch 116, lr 0.568246
13:16:22 train - loss: 0.9578, acc: 0.6485
Epoch 117, lr 0.564308
13:16:51 train - loss: 0.9569, acc: 0.6522
Epoch 118, lr 0.560351
13:17:20 train - loss: 0.9565, acc: 0.6505
Epoch 119, lr 0.556376
13:17:49 train - loss: 0.9501, acc: 0.6546
Epoch 120, lr 0.552382
13:18:18 train - loss: 0.9512, acc: 0.6536
13:18:20 valid - loss: 0.6692, acc: 0.7664
Epoch 121, lr 0.548370
13:18:49 train - loss: 0.9535, acc: 0.6533
Epoch 122, lr 0.544341
13:19:18 train - loss: 0.9535, acc: 0.6530
Epoch 123, lr 0.540295
13:19:47 train - loss: 0.9501, acc: 0.6557
Epoch 124, lr 0.536233
13:20:16 train - loss: 0.9456, acc: 0.6548
Epoch 125, lr 0.532155
13:20:45 train - loss: 0.9563, acc: 0.6499
Epoch 126, lr 0.528061
13:21:14 train - loss: 0.9399, acc: 0.6574
Epoch 127, lr 0.523952
13:21:43 train - loss: 0.9395, acc: 0.6595
Epoch 128, lr 0.519829
13:22:12 train - loss: 0.9362, acc: 0.6587
Epoch 129, lr 0.515692
13:22:41 train - loss: 0.9340, acc: 0.6602
Epoch 130, lr 0.511541
13:23:10 train - loss: 0.9569, acc: 0.6508
13:23:12 valid - loss: 0.6704, acc: 0.7679
Epoch 131, lr 0.507378
13:23:41 train - loss: 0.9448, acc: 0.6561
Epoch 132, lr 0.503201
13:24:10 train - loss: 0.9440, acc: 0.6583
Epoch 133, lr 0.499013
13:24:39 train - loss: 0.9400, acc: 0.6567
Epoch 134, lr 0.494813
13:25:08 train - loss: 0.9365, acc: 0.6576
Epoch 135, lr 0.490602
13:25:37 train - loss: 0.9316, acc: 0.6642
Epoch 136, lr 0.486381
13:26:06 train - loss: 0.9371, acc: 0.6590
Epoch 137, lr 0.482149
13:26:35 train - loss: 0.9248, acc: 0.6637
Epoch 138, lr 0.477908
13:27:04 train - loss: 0.9283, acc: 0.6639
Epoch 139, lr 0.473658
13:27:33 train - loss: 0.9270, acc: 0.6631
Epoch 140, lr 0.469399
13:28:02 train - loss: 0.9285, acc: 0.6633
13:28:04 valid - loss: 0.7072, acc: 0.7608
Epoch 141, lr 0.465132
13:28:33 train - loss: 0.9199, acc: 0.6668
Epoch 142, lr 0.460857
13:29:02 train - loss: 0.9170, acc: 0.6679
Epoch 143, lr 0.456576
13:29:31 train - loss: 0.9205, acc: 0.6670
Epoch 144, lr 0.452288
13:30:00 train - loss: 0.9169, acc: 0.6675
Epoch 145, lr 0.447993
13:30:29 train - loss: 0.9121, acc: 0.6691
Epoch 146, lr 0.443694
13:30:58 train - loss: 0.9191, acc: 0.6668
Epoch 147, lr 0.439389
13:31:27 train - loss: 0.9122, acc: 0.6696
Epoch 148, lr 0.435079
13:31:55 train - loss: 0.9060, acc: 0.6724
Epoch 149, lr 0.430766
13:32:24 train - loss: 0.9081, acc: 0.6690
Epoch 150, lr 0.426449
13:32:53 train - loss: 0.9063, acc: 0.6719
13:32:55 valid - loss: 0.6166, acc: 0.7890
Epoch 151, lr 0.422128
13:33:24 train - loss: 0.9031, acc: 0.6698
Epoch 152, lr 0.417806
13:33:53 train - loss: 0.9038, acc: 0.6721
Epoch 153, lr 0.413481
13:34:22 train - loss: 0.9064, acc: 0.6724
Epoch 154, lr 0.409155
13:34:51 train - loss: 0.8940, acc: 0.6746
Epoch 155, lr 0.404828
13:35:20 train - loss: 0.9052, acc: 0.6718
Epoch 156, lr 0.400500
13:35:49 train - loss: 0.8971, acc: 0.6733
Epoch 157, lr 0.396172
13:36:18 train - loss: 0.8904, acc: 0.6755
Epoch 158, lr 0.391845
13:36:46 train - loss: 0.8891, acc: 0.6768
Epoch 159, lr 0.387519
13:37:15 train - loss: 0.8911, acc: 0.6779
Epoch 160, lr 0.383194
13:37:44 train - loss: 0.8877, acc: 0.6773
13:37:46 valid - loss: 0.5794, acc: 0.8011
Epoch 161, lr 0.378872
13:38:15 train - loss: 0.8838, acc: 0.6771
Epoch 162, lr 0.374551
13:38:44 train - loss: 0.8774, acc: 0.6812
Epoch 163, lr 0.370234
13:39:13 train - loss: 0.8731, acc: 0.6829
Epoch 164, lr 0.365921
13:39:42 train - loss: 0.8808, acc: 0.6791
Epoch 165, lr 0.361611
13:40:11 train - loss: 0.8770, acc: 0.6798
Epoch 166, lr 0.357306
13:40:40 train - loss: 0.8820, acc: 0.6818
Epoch 167, lr 0.353007
13:41:09 train - loss: 0.8746, acc: 0.6833
Epoch 168, lr 0.348712
13:41:37 train - loss: 0.8745, acc: 0.6824
Epoch 169, lr 0.344424
13:42:06 train - loss: 0.8667, acc: 0.6842
Epoch 170, lr 0.340143
13:42:35 train - loss: 0.8736, acc: 0.6846
13:42:37 valid - loss: 0.5772, acc: 0.8035
Epoch 171, lr 0.335868
13:43:06 train - loss: 0.8692, acc: 0.6856
Epoch 172, lr 0.331601
13:43:35 train - loss: 0.8677, acc: 0.6846
Epoch 173, lr 0.327342
13:44:04 train - loss: 0.8604, acc: 0.6867
Epoch 174, lr 0.323092
13:44:33 train - loss: 0.8594, acc: 0.6891
Epoch 175, lr 0.318851
13:45:02 train - loss: 0.8627, acc: 0.6885
Epoch 176, lr 0.314619
13:45:31 train - loss: 0.8568, acc: 0.6895
Epoch 177, lr 0.310398
13:46:00 train - loss: 0.8594, acc: 0.6889
Epoch 178, lr 0.306187
13:46:29 train - loss: 0.8487, acc: 0.6914
Epoch 179, lr 0.301987
13:46:58 train - loss: 0.8521, acc: 0.6914
Epoch 180, lr 0.297799
13:47:27 train - loss: 0.8453, acc: 0.6939
13:47:29 valid - loss: 0.5835, acc: 0.8017
Epoch 181, lr 0.293622
13:47:58 train - loss: 0.8451, acc: 0.6938
Epoch 182, lr 0.289459
13:48:27 train - loss: 0.8431, acc: 0.6957
Epoch 183, lr 0.285308
13:48:56 train - loss: 0.8414, acc: 0.6953
Epoch 184, lr 0.281171
13:49:25 train - loss: 0.8385, acc: 0.6971
Epoch 185, lr 0.277048
13:49:54 train - loss: 0.8379, acc: 0.6957
Epoch 186, lr 0.272939
13:50:23 train - loss: 0.8384, acc: 0.6953
Epoch 187, lr 0.268845
13:50:52 train - loss: 0.8352, acc: 0.6964
Epoch 188, lr 0.264767
13:51:21 train - loss: 0.8364, acc: 0.6955
Epoch 189, lr 0.260705
13:51:50 train - loss: 0.8295, acc: 0.7001
Epoch 190, lr 0.256659
13:52:19 train - loss: 0.8297, acc: 0.6981
13:52:21 valid - loss: 0.5665, acc: 0.8053
Epoch 191, lr 0.252630
13:52:50 train - loss: 0.8234, acc: 0.7019
Epoch 192, lr 0.248618
13:53:19 train - loss: 0.8324, acc: 0.6997
Epoch 193, lr 0.244624
13:53:48 train - loss: 0.8239, acc: 0.7011
Epoch 194, lr 0.240649
13:54:17 train - loss: 0.8153, acc: 0.7032
Epoch 195, lr 0.236692
13:54:46 train - loss: 0.8190, acc: 0.7045
Epoch 196, lr 0.232754
13:55:15 train - loss: 0.8147, acc: 0.7064
Epoch 197, lr 0.228836
13:55:45 train - loss: 0.8187, acc: 0.7040
Epoch 198, lr 0.224939
13:56:14 train - loss: 0.8169, acc: 0.7044
Epoch 199, lr 0.221062
13:56:43 train - loss: 0.8167, acc: 0.7040
Epoch 200, lr 0.217205
13:57:11 train - loss: 0.8067, acc: 0.7073
13:57:14 valid - loss: 0.5642, acc: 0.8087
Epoch 201, lr 0.213371
13:57:43 train - loss: 0.8032, acc: 0.7103
Epoch 202, lr 0.209558
13:58:12 train - loss: 0.8084, acc: 0.7085
Epoch 203, lr 0.205768
13:58:41 train - loss: 0.8062, acc: 0.7069
Epoch 204, lr 0.202001
13:59:10 train - loss: 0.7999, acc: 0.7102
Epoch 205, lr 0.198257
13:59:39 train - loss: 0.7968, acc: 0.7109
Epoch 206, lr 0.194536
14:00:08 train - loss: 0.7956, acc: 0.7127
Epoch 207, lr 0.190840
14:00:37 train - loss: 0.7888, acc: 0.7155
Epoch 208, lr 0.187169
14:01:06 train - loss: 0.7932, acc: 0.7139
Epoch 209, lr 0.183522
14:01:35 train - loss: 0.7880, acc: 0.7144
Epoch 210, lr 0.179901
14:02:03 train - loss: 0.7890, acc: 0.7128
14:02:06 valid - loss: 0.5103, acc: 0.8254
Epoch 211, lr 0.176306
14:02:35 train - loss: 0.7873, acc: 0.7142
Epoch 212, lr 0.172737
14:03:04 train - loss: 0.7806, acc: 0.7190
Epoch 213, lr 0.169195
Killed
