Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
09:33:55 train - loss: 1.0945, acc: 0.6554
Epoch 38, lr 1.193815
09:34:14 train - loss: 1.0348, acc: 0.6779
Epoch 39, lr 1.193349
09:34:33 train - loss: 1.0517, acc: 0.6767
Epoch 40, lr 1.192867
09:34:52 train - loss: 1.0395, acc: 0.6864
09:34:53 valid - loss: 0.5380, acc: 0.8820
Epoch 41, lr 1.192367
09:35:13 train - loss: 0.9993, acc: 0.7038
Epoch 42, lr 1.191851
09:35:31 train - loss: 1.0766, acc: 0.6686
Epoch 43, lr 1.191318
09:35:50 train - loss: 1.0638, acc: 0.6622
Epoch 44, lr 1.190769
09:36:09 train - loss: 1.0101, acc: 0.6888
Epoch 45, lr 1.190202
09:36:28 train - loss: 1.0381, acc: 0.6937
Epoch 46, lr 1.189619
09:36:47 train - loss: 1.0231, acc: 0.6924
Epoch 47, lr 1.189019
09:37:06 train - loss: 0.9649, acc: 0.7110
Epoch 48, lr 1.188403
09:37:25 train - loss: 1.0331, acc: 0.6853
Epoch 49, lr 1.187770
09:37:44 train - loss: 1.0571, acc: 0.6639
Epoch 50, lr 1.187120
09:38:03 train - loss: 1.0993, acc: 0.6494
09:38:05 valid - loss: 0.6477, acc: 0.8550
Epoch 51, lr 1.186453
09:38:24 train - loss: 0.9750, acc: 0.7017
Epoch 52, lr 1.185770
09:38:43 train - loss: 0.9948, acc: 0.6986
Epoch 53, lr 1.185071
09:39:02 train - loss: 1.0081, acc: 0.6817
Epoch 54, lr 1.184354
09:39:21 train - loss: 0.9961, acc: 0.7007
Epoch 55, lr 1.183622
09:39:40 train - loss: 0.9536, acc: 0.7099
Epoch 56, lr 1.182872
09:39:59 train - loss: 0.9588, acc: 0.7028
Epoch 57, lr 1.182106
09:40:18 train - loss: 0.8732, acc: 0.7542
Epoch 58, lr 1.181324
09:40:37 train - loss: 1.0728, acc: 0.6668
Epoch 59, lr 1.180525
09:40:56 train - loss: 1.0232, acc: 0.6764
Epoch 60, lr 1.179710
09:41:15 train - loss: 1.0482, acc: 0.6754
09:41:17 valid - loss: 0.5556, acc: 0.8925
Epoch 61, lr 1.178878
09:41:36 train - loss: 1.1128, acc: 0.6404
Epoch 62, lr 1.178030
09:41:55 train - loss: 0.9693, acc: 0.7061
Epoch 63, lr 1.177166
09:42:14 train - loss: 0.8599, acc: 0.7473
Epoch 64, lr 1.176285
09:42:33 train - loss: 0.9505, acc: 0.7170
Epoch 65, lr 1.175388
09:42:51 train - loss: 0.9540, acc: 0.7118
Epoch 66, lr 1.174475
09:43:11 train - loss: 0.9867, acc: 0.6964
Epoch 67, lr 1.173545
09:43:30 train - loss: 0.9678, acc: 0.7051
Epoch 68, lr 1.172599
09:43:48 train - loss: 0.8834, acc: 0.7390
Epoch 69, lr 1.171637
09:44:07 train - loss: 0.9632, acc: 0.7071
Epoch 70, lr 1.170658
09:44:26 train - loss: 1.0127, acc: 0.6752
09:44:28 valid - loss: 0.5219, acc: 0.8630
Epoch 71, lr 1.169664
09:44:47 train - loss: 0.9520, acc: 0.7009
Epoch 72, lr 1.168653
09:45:06 train - loss: 0.9560, acc: 0.7148
Epoch 73, lr 1.167626
09:45:25 train - loss: 0.9705, acc: 0.7000
Epoch 74, lr 1.166584
09:45:44 train - loss: 0.9952, acc: 0.6890
Epoch 75, lr 1.165525
09:46:03 train - loss: 1.0313, acc: 0.6684
Epoch 76, lr 1.164450
09:46:22 train - loss: 0.9360, acc: 0.7090
Epoch 77, lr 1.163359
09:46:41 train - loss: 0.8653, acc: 0.7512
Epoch 78, lr 1.162252
09:47:00 train - loss: 1.0342, acc: 0.6783
Epoch 79, lr 1.161129
09:47:19 train - loss: 1.0246, acc: 0.6794
Epoch 80, lr 1.159991
09:47:38 train - loss: 0.9825, acc: 0.6982
09:47:40 valid - loss: 0.3581, acc: 0.9105
Epoch 81, lr 1.158836
09:47:59 train - loss: 0.9217, acc: 0.7086
Epoch 82, lr 1.157666
09:48:17 train - loss: 0.9350, acc: 0.7070
Epoch 83, lr 1.156479
09:48:36 train - loss: 0.8408, acc: 0.7570
Epoch 84, lr 1.155278
09:48:55 train - loss: 0.8881, acc: 0.7283
Epoch 85, lr 1.154060
09:49:14 train - loss: 1.0120, acc: 0.6754
Epoch 86, lr 1.152827
09:49:33 train - loss: 1.0101, acc: 0.6791
Epoch 87, lr 1.151578
09:49:52 train - loss: 1.0286, acc: 0.6733
Epoch 88, lr 1.150313
09:50:11 train - loss: 0.9444, acc: 0.7131
Epoch 89, lr 1.149033
09:50:30 train - loss: 0.9806, acc: 0.6928
Epoch 90, lr 1.147737
09:50:49 train - loss: 0.9502, acc: 0.7102
09:50:51 valid - loss: 0.4705, acc: 0.9024
Epoch 91, lr 1.146426
09:51:10 train - loss: 0.9730, acc: 0.6893
Epoch 92, lr 1.145099
09:51:29 train - loss: 0.9471, acc: 0.7112
Epoch 93, lr 1.143757
09:51:48 train - loss: 0.9512, acc: 0.7084
Epoch 94, lr 1.142399
09:52:07 train - loss: 0.9927, acc: 0.6894
Epoch 95, lr 1.141026
09:52:26 train - loss: 1.0387, acc: 0.6607
Epoch 96, lr 1.139638
09:52:44 train - loss: 0.9248, acc: 0.7225
Epoch 97, lr 1.138234
09:53:03 train - loss: 0.9000, acc: 0.7386
Epoch 98, lr 1.136815
09:53:22 train - loss: 0.9133, acc: 0.7328
Epoch 99, lr 1.135381
09:53:41 train - loss: 0.7998, acc: 0.7588
Epoch 100, lr 1.133932
09:54:00 train - loss: 0.9695, acc: 0.7039
09:54:02 valid - loss: 0.3296, acc: 0.9079
Epoch 101, lr 1.132468
09:54:21 train - loss: 0.8459, acc: 0.7546
Epoch 102, lr 1.130988
09:54:40 train - loss: 0.9421, acc: 0.7074
Epoch 103, lr 1.129494
09:54:59 train - loss: 0.9088, acc: 0.7192
Epoch 104, lr 1.127984
09:55:18 train - loss: 0.9250, acc: 0.7181
Epoch 105, lr 1.126460
09:55:37 train - loss: 0.9666, acc: 0.6921
Epoch 106, lr 1.124920
09:55:56 train - loss: 0.8837, acc: 0.7364
Epoch 107, lr 1.123366
09:56:15 train - loss: 0.9156, acc: 0.7284
Epoch 108, lr 1.121797
09:56:34 train - loss: 0.8826, acc: 0.7384
Epoch 109, lr 1.120213
09:56:53 train - loss: 0.9071, acc: 0.7348
Epoch 110, lr 1.118615
09:57:12 train - loss: 0.9888, acc: 0.6719
09:57:14 valid - loss: 0.5254, acc: 0.9075
Epoch 111, lr 1.117002
09:57:33 train - loss: 0.9355, acc: 0.7093
Epoch 112, lr 1.115374
09:57:52 train - loss: 1.0188, acc: 0.6659
Epoch 113, lr 1.113731
09:58:11 train - loss: 0.8426, acc: 0.7494
Epoch 114, lr 1.112074
09:58:30 train - loss: 0.9382, acc: 0.7084
Epoch 115, lr 1.110403
09:58:49 train - loss: 1.0341, acc: 0.6628
Epoch 116, lr 1.108717
09:59:08 train - loss: 0.9815, acc: 0.6865
Epoch 117, lr 1.107016
09:59:27 train - loss: 0.9705, acc: 0.7019
Epoch 118, lr 1.105302
09:59:46 train - loss: 0.9458, acc: 0.7048
Epoch 119, lr 1.103573
10:00:05 train - loss: 0.9402, acc: 0.7153
Epoch 120, lr 1.101829
10:00:23 train - loss: 0.9690, acc: 0.6949
10:00:25 valid - loss: 0.3201, acc: 0.9039
Epoch 121, lr 1.100072
10:00:44 train - loss: 0.8797, acc: 0.7433
Epoch 122, lr 1.098300
10:01:03 train - loss: 0.9868, acc: 0.6874
Epoch 123, lr 1.096514
10:01:22 train - loss: 0.9588, acc: 0.6967
Epoch 124, lr 1.094714
10:01:41 train - loss: 0.8552, acc: 0.7472
Epoch 125, lr 1.092900
10:02:00 train - loss: 0.8924, acc: 0.7260
Epoch 126, lr 1.091073
10:02:19 train - loss: 0.9302, acc: 0.7240
Epoch 127, lr 1.089231
10:02:38 train - loss: 0.9878, acc: 0.6782
Epoch 128, lr 1.087375
10:02:57 train - loss: 0.9165, acc: 0.7240
Epoch 129, lr 1.085506
10:03:16 train - loss: 0.8602, acc: 0.7402
Epoch 130, lr 1.083623
10:03:35 train - loss: 0.9332, acc: 0.6964
10:03:37 valid - loss: 0.3240, acc: 0.9043
Epoch 131, lr 1.081726
10:03:56 train - loss: 1.0418, acc: 0.6593
Epoch 132, lr 1.079815
10:04:15 train - loss: 0.9837, acc: 0.6963
Epoch 133, lr 1.077891
10:04:34 train - loss: 0.8921, acc: 0.7318
Epoch 134, lr 1.075953
10:04:52 train - loss: 0.8808, acc: 0.7256
Epoch 135, lr 1.074002
10:05:11 train - loss: 0.9880, acc: 0.6766
Epoch 136, lr 1.072038
10:05:30 train - loss: 0.8406, acc: 0.7476
Epoch 137, lr 1.070060
10:05:49 train - loss: 0.9208, acc: 0.7084
Epoch 138, lr 1.068068
10:06:08 train - loss: 0.8987, acc: 0.7300
Epoch 139, lr 1.066064
10:06:27 train - loss: 1.0236, acc: 0.6729
Epoch 140, lr 1.064046
10:06:46 train - loss: 0.8730, acc: 0.7334
10:06:48 valid - loss: 0.3558, acc: 0.9091
Epoch 141, lr 1.062015
10:07:07 train - loss: 0.9789, acc: 0.6849
Epoch 142, lr 1.059972
10:07:26 train - loss: 0.8912, acc: 0.7281
Epoch 143, lr 1.057915
10:07:45 train - loss: 0.9807, acc: 0.6853
Epoch 144, lr 1.055845
10:08:04 train - loss: 0.9207, acc: 0.7092
Epoch 145, lr 1.053762
10:08:22 train - loss: 0.9240, acc: 0.7105
Epoch 146, lr 1.051666
10:08:41 train - loss: 0.9315, acc: 0.7015
Epoch 147, lr 1.049558
10:09:00 train - loss: 0.9765, acc: 0.6919
Epoch 148, lr 1.047437
10:09:19 train - loss: 0.9901, acc: 0.6743
Epoch 149, lr 1.045303
10:09:38 train - loss: 0.9525, acc: 0.6942
Epoch 150, lr 1.043156
10:09:57 train - loss: 0.9856, acc: 0.6907
10:09:59 valid - loss: 0.5529, acc: 0.8876
Epoch 151, lr 1.040997
10:10:18 train - loss: 0.9646, acc: 0.6863
Epoch 152, lr 1.038826
10:10:37 train - loss: 0.7939, acc: 0.7646
Epoch 153, lr 1.036642
10:10:56 train - loss: 0.9299, acc: 0.7096
Epoch 154, lr 1.034445
10:11:15 train - loss: 0.9415, acc: 0.7079
Epoch 155, lr 1.032237
10:11:34 train - loss: 1.0116, acc: 0.6704
Epoch 156, lr 1.030016
10:11:53 train - loss: 0.9633, acc: 0.6827
Epoch 157, lr 1.027783
10:12:11 train - loss: 0.8561, acc: 0.7425
Epoch 158, lr 1.025538
10:12:30 train - loss: 0.8219, acc: 0.7425
Epoch 159, lr 1.023280
10:12:49 train - loss: 0.9009, acc: 0.7254
Epoch 160, lr 1.021011
10:13:08 train - loss: 0.9547, acc: 0.6942
10:13:10 valid - loss: 0.5769, acc: 0.8864
Epoch 161, lr 1.018730
10:13:29 train - loss: 0.9537, acc: 0.7039
Epoch 162, lr 1.016437
10:13:48 train - loss: 0.9971, acc: 0.6758
Epoch 163, lr 1.014132
10:14:07 train - loss: 0.8817, acc: 0.7309
Epoch 164, lr 1.011816
10:14:25 train - loss: 0.7930, acc: 0.7597
Epoch 165, lr 1.009488
10:14:44 train - loss: 0.8580, acc: 0.7310
Epoch 166, lr 1.007148
10:15:03 train - loss: 0.9291, acc: 0.7138
Epoch 167, lr 1.004797
10:15:22 train - loss: 0.9231, acc: 0.6999
Epoch 168, lr 1.002434
10:15:41 train - loss: 0.8836, acc: 0.7334
Epoch 169, lr 1.000060
10:16:00 train - loss: 0.8289, acc: 0.7569
Epoch 170, lr 0.997674
10:16:19 train - loss: 0.8314, acc: 0.7466
10:16:21 valid - loss: 0.3219, acc: 0.9210
Epoch 171, lr 0.995278
10:16:40 train - loss: 0.8046, acc: 0.7606
Epoch 172, lr 0.992870
10:16:59 train - loss: 0.8510, acc: 0.7413
Epoch 173, lr 0.990451
10:17:18 train - loss: 0.8962, acc: 0.7191
Epoch 174, lr 0.988020
10:17:37 train - loss: 0.9593, acc: 0.6942
Epoch 175, lr 0.985579
10:17:56 train - loss: 0.8930, acc: 0.7203
Epoch 176, lr 0.983127
10:18:15 train - loss: 0.9252, acc: 0.7068
Epoch 177, lr 0.980665
10:18:34 train - loss: 0.8120, acc: 0.7467
Epoch 178, lr 0.978191
10:18:53 train - loss: 0.9952, acc: 0.6787
Epoch 179, lr 0.975707
10:19:12 train - loss: 0.9365, acc: 0.6906
Epoch 180, lr 0.973212
10:19:31 train - loss: 0.8977, acc: 0.7203
10:19:33 valid - loss: 0.3658, acc: 0.9230
Epoch 181, lr 0.970706
10:19:52 train - loss: 0.9076, acc: 0.7142
Epoch 182, lr 0.968190
10:20:11 train - loss: 0.9052, acc: 0.7200
Epoch 183, lr 0.965663
10:20:30 train - loss: 0.9188, acc: 0.7012
Epoch 184, lr 0.963127
10:20:49 train - loss: 0.7764, acc: 0.7739
Epoch 185, lr 0.960580
10:21:08 train - loss: 0.9648, acc: 0.6963
Epoch 186, lr 0.958022
10:21:26 train - loss: 0.9306, acc: 0.7009
Epoch 187, lr 0.955455
10:21:45 train - loss: 0.9477, acc: 0.6899
Epoch 188, lr 0.952877
10:22:04 train - loss: 0.8522, acc: 0.7231
Epoch 189, lr 0.950290
10:22:23 train - loss: 0.7252, acc: 0.7911
Epoch 190, lr 0.947692
10:22:42 train - loss: 0.8741, acc: 0.7257
10:22:43 valid - loss: 0.3401, acc: 0.9005
Epoch 191, lr 0.945085
10:23:02 train - loss: 0.9503, acc: 0.6934
Epoch 192, lr 0.942468
10:23:21 train - loss: 0.9550, acc: 0.6886
Epoch 193, lr 0.939841
10:23:40 train - loss: 0.8944, acc: 0.7123
Epoch 194, lr 0.937205
10:23:59 train - loss: 0.8476, acc: 0.7516
Epoch 195, lr 0.934559
10:24:18 train - loss: 0.8943, acc: 0.7157
Epoch 196, lr 0.931904
10:24:37 train - loss: 0.8695, acc: 0.7213
Epoch 197, lr 0.929239
10:24:56 train - loss: 0.9164, acc: 0.7082
Epoch 198, lr 0.926565
10:25:15 train - loss: 0.8462, acc: 0.7428
Epoch 199, lr 0.923881
10:25:33 train - loss: 0.8400, acc: 0.7367
Epoch 200, lr 0.921189
10:25:52 train - loss: 0.7658, acc: 0.7681
10:25:54 valid - loss: 0.2744, acc: 0.9298
Epoch 201, lr 0.918487
10:26:13 train - loss: 0.8769, acc: 0.7258
Epoch 202, lr 0.915777
10:26:32 train - loss: 0.9048, acc: 0.7126
Epoch 203, lr 0.913057
10:26:51 train - loss: 0.9137, acc: 0.7052
Epoch 204, lr 0.910329
10:27:10 train - loss: 0.9710, acc: 0.6877
Epoch 205, lr 0.907592
10:27:29 train - loss: 0.8956, acc: 0.7263
Epoch 206, lr 0.904846
10:27:48 train - loss: 0.9094, acc: 0.7100
Epoch 207, lr 0.902091
10:28:07 train - loss: 0.9251, acc: 0.7157
Epoch 208, lr 0.899328
10:28:26 train - loss: 0.8368, acc: 0.7406
Epoch 209, lr 0.896556
10:28:45 train - loss: 0.9798, acc: 0.6723
Epoch 210, lr 0.893777
10:29:03 train - loss: 0.8654, acc: 0.7280
10:29:05 valid - loss: 0.5608, acc: 0.8899
Epoch 211, lr 0.890988
10:29:24 train - loss: 0.9344, acc: 0.6983
Epoch 212, lr 0.888192
10:29:43 train - loss: 0.9737, acc: 0.6727
Epoch 213, lr 0.885387
10:30:02 train - loss: 0.8713, acc: 0.7292
Epoch 214, lr 0.882574
10:30:21 train - loss: 0.7725, acc: 0.7716
Epoch 215, lr 0.879754
10:30:40 train - loss: 0.8811, acc: 0.7193
Epoch 216, lr 0.876925
10:30:58 train - loss: 0.8429, acc: 0.7480
Epoch 217, lr 0.874088
10:31:17 train - loss: 0.9176, acc: 0.7039
Epoch 218, lr 0.871244
10:31:36 train - loss: 0.9214, acc: 0.7100
Epoch 219, lr 0.868392
10:31:55 train - loss: 0.9353, acc: 0.6907
Epoch 220, lr 0.865533
10:32:14 train - loss: 0.8815, acc: 0.7207
10:32:16 valid - loss: 0.3318, acc: 0.9312
Epoch 221, lr 0.862666
10:32:35 train - loss: 0.8673, acc: 0.7253
Epoch 222, lr 0.859791
10:32:54 train - loss: 0.9101, acc: 0.7097
Epoch 223, lr 0.856909
10:33:13 train - loss: 0.8104, acc: 0.7495
Epoch 224, lr 0.854020
10:33:32 train - loss: 0.8066, acc: 0.7493
Epoch 225, lr 0.851124
10:33:50 train - loss: 0.9029, acc: 0.7175
Epoch 226, lr 0.848221
10:34:09 train - loss: 0.9418, acc: 0.6935
Epoch 227, lr 0.845310
10:34:28 train - loss: 0.8344, acc: 0.7389
Epoch 228, lr 0.842393
10:34:47 train - loss: 0.9220, acc: 0.7010
Epoch 229, lr 0.839469
10:35:06 train - loss: 0.8819, acc: 0.7227
Epoch 230, lr 0.836538
10:35:25 train - loss: 0.8658, acc: 0.7239
10:35:27 valid - loss: 0.2394, acc: 0.9296
Epoch 231, lr 0.833600
10:35:46 train - loss: 0.7053, acc: 0.7983
Epoch 232, lr 0.830656
10:36:05 train - loss: 0.9589, acc: 0.6857
Epoch 233, lr 0.827705
10:36:23 train - loss: 0.8727, acc: 0.7178
Epoch 234, lr 0.824748
10:36:42 train - loss: 0.8624, acc: 0.7140
Epoch 235, lr 0.821784
10:37:01 train - loss: 0.8318, acc: 0.7478
Epoch 236, lr 0.818814
10:37:20 train - loss: 0.8595, acc: 0.7267
Epoch 237, lr 0.815838
10:37:39 train - loss: 0.8426, acc: 0.7428
Epoch 238, lr 0.812856
10:37:58 train - loss: 0.8885, acc: 0.7202
Epoch 239, lr 0.809868
10:38:17 train - loss: 0.9654, acc: 0.6848
Epoch 240, lr 0.806874
10:38:36 train - loss: 0.8761, acc: 0.7111
10:38:37 valid - loss: 0.3470, acc: 0.9337
Epoch 241, lr 0.803874
10:38:56 train - loss: 0.7879, acc: 0.7466
Epoch 242, lr 0.800868
10:39:15 train - loss: 0.9163, acc: 0.7008
Epoch 243, lr 0.797857
10:39:34 train - loss: 0.8520, acc: 0.7424
Epoch 244, lr 0.794839
10:39:53 train - loss: 0.8988, acc: 0.7161
Epoch 245, lr 0.791817
10:40:12 train - loss: 0.8621, acc: 0.7252
Epoch 246, lr 0.788789
10:40:31 train - loss: 0.9221, acc: 0.7027
Epoch 247, lr 0.785756
10:40:50 train - loss: 0.9374, acc: 0.6840
Epoch 248, lr 0.782717
10:41:09 train - loss: 0.8215, acc: 0.7325
Epoch 249, lr 0.779673
10:41:27 train - loss: 0.8424, acc: 0.7305
Epoch 250, lr 0.776625
10:41:47 train - loss: 0.9360, acc: 0.6898
10:41:48 valid - loss: 0.5479, acc: 0.9035
Epoch 251, lr 0.773571
10:42:07 train - loss: 0.8933, acc: 0.7151
Epoch 252, lr 0.770512
10:42:26 train - loss: 0.8912, acc: 0.7177
Epoch 253, lr 0.767449
10:42:45 train - loss: 0.9280, acc: 0.6922
Epoch 254, lr 0.764380
10:43:04 train - loss: 0.8578, acc: 0.7252
Epoch 255, lr 0.761307
10:43:23 train - loss: 0.8482, acc: 0.7330
Epoch 256, lr 0.758230
10:43:42 train - loss: 0.9013, acc: 0.6993
Epoch 257, lr 0.755148
10:44:01 train - loss: 0.9074, acc: 0.7082
Epoch 258, lr 0.752062
10:44:20 train - loss: 0.8974, acc: 0.7055
Epoch 259, lr 0.748971
10:44:39 train - loss: 0.8674, acc: 0.7111
Epoch 260, lr 0.745876
10:44:58 train - loss: 0.8819, acc: 0.7155
10:45:00 valid - loss: 0.2394, acc: 0.9368
Epoch 261, lr 0.742777
10:45:19 train - loss: 0.8494, acc: 0.7381
Epoch 262, lr 0.739674
10:45:38 train - loss: 0.8453, acc: 0.7343
Epoch 263, lr 0.736567
10:45:57 train - loss: 0.7560, acc: 0.7615
Epoch 264, lr 0.733457
10:46:16 train - loss: 0.7789, acc: 0.7641
Epoch 265, lr 0.730342
10:46:35 train - loss: 0.8734, acc: 0.7117
Epoch 266, lr 0.727224
10:46:54 train - loss: 0.8050, acc: 0.7499
Epoch 267, lr 0.724102
10:47:13 train - loss: 0.8397, acc: 0.7497
Epoch 268, lr 0.720977
10:47:32 train - loss: 0.8454, acc: 0.7379
Epoch 269, lr 0.717848
10:47:50 train - loss: 0.8933, acc: 0.7152
Epoch 270, lr 0.714716
10:48:09 train - loss: 0.8540, acc: 0.7288
10:48:11 valid - loss: 0.5293, acc: 0.9058
Epoch 271, lr 0.711581
10:48:31 train - loss: 0.7855, acc: 0.7599
Epoch 272, lr 0.708442
10:48:49 train - loss: 0.8234, acc: 0.7275
Epoch 273, lr 0.705301
10:49:08 train - loss: 0.7068, acc: 0.7855
Epoch 274, lr 0.702156
10:49:27 train - loss: 0.9300, acc: 0.6960
Epoch 275, lr 0.699009
10:49:46 train - loss: 0.9242, acc: 0.6942
Epoch 276, lr 0.695859
10:50:05 train - loss: 0.8758, acc: 0.7240
Epoch 277, lr 0.692706
10:50:24 train - loss: 0.8453, acc: 0.7268
Epoch 278, lr 0.689550
10:50:43 train - loss: 0.7284, acc: 0.7869
Epoch 279, lr 0.686392
10:51:02 train - loss: 0.9460, acc: 0.6745
Epoch 280, lr 0.683232
10:51:21 train - loss: 0.8632, acc: 0.7207
10:51:23 valid - loss: 0.2845, acc: 0.9399
Epoch 281, lr 0.680069
10:51:41 train - loss: 0.8354, acc: 0.7284
Epoch 282, lr 0.676904
10:52:01 train - loss: 0.7986, acc: 0.7588
Epoch 283, lr 0.673737
10:52:20 train - loss: 0.9076, acc: 0.7045
Epoch 284, lr 0.670567
10:52:38 train - loss: 0.8961, acc: 0.6939
Epoch 285, lr 0.667396
10:52:57 train - loss: 0.8885, acc: 0.6956
Epoch 286, lr 0.664223
10:53:16 train - loss: 0.8576, acc: 0.7136
Epoch 287, lr 0.661048
10:53:35 train - loss: 0.7980, acc: 0.7553
Epoch 288, lr 0.657871
10:53:54 train - loss: 0.9338, acc: 0.6893
Epoch 289, lr 0.654693
10:54:13 train - loss: 0.8893, acc: 0.7191
Epoch 290, lr 0.651513
10:54:32 train - loss: 0.8686, acc: 0.7187
10:54:34 valid - loss: 0.3010, acc: 0.9368
Epoch 291, lr 0.648332
10:54:53 train - loss: 0.8550, acc: 0.7130
Epoch 292, lr 0.645149
10:55:12 train - loss: 0.8487, acc: 0.7358
Epoch 293, lr 0.641965
10:55:31 train - loss: 0.9164, acc: 0.6927
Epoch 294, lr 0.638780
10:55:50 train - loss: 0.8860, acc: 0.7103
Epoch 295, lr 0.635594
10:56:09 train - loss: 0.8401, acc: 0.7291
Epoch 296, lr 0.632407
10:56:28 train - loss: 0.9302, acc: 0.6747
Epoch 297, lr 0.629219
10:56:47 train - loss: 0.7816, acc: 0.7542
Epoch 298, lr 0.626030
10:57:06 train - loss: 0.8952, acc: 0.7058
Epoch 299, lr 0.622840
10:57:25 train - loss: 0.8359, acc: 0.7367
Epoch 300, lr 0.619650
10:57:44 train - loss: 0.8816, acc: 0.7036
10:57:46 valid - loss: 0.3475, acc: 0.9386
Epoch 301, lr 0.616459
10:58:05 train - loss: 0.7659, acc: 0.7581
Epoch 302, lr 0.613268
10:58:24 train - loss: 0.7728, acc: 0.7482
Epoch 303, lr 0.610076
10:58:43 train - loss: 0.8491, acc: 0.7402
Epoch 304, lr 0.606884
10:59:02 train - loss: 0.8705, acc: 0.7122
Epoch 305, lr 0.603692
10:59:21 train - loss: 0.7567, acc: 0.7670
Epoch 306, lr 0.600500
10:59:40 train - loss: 0.8789, acc: 0.7067
Epoch 307, lr 0.597308
10:59:58 train - loss: 0.7490, acc: 0.7735
Epoch 308, lr 0.594116
11:00:17 train - loss: 0.8217, acc: 0.7259
Epoch 309, lr 0.590924
11:00:36 train - loss: 0.8636, acc: 0.7184
Epoch 310, lr 0.587732
11:00:55 train - loss: 0.8264, acc: 0.7318
11:00:57 valid - loss: 0.4081, acc: 0.9344
Epoch 311, lr 0.584541
11:01:16 train - loss: 0.8176, acc: 0.7439
Epoch 312, lr 0.581350
11:01:35 train - loss: 0.8189, acc: 0.7545
Epoch 313, lr 0.578160
11:01:54 train - loss: 0.8317, acc: 0.7351
Epoch 314, lr 0.574970
11:02:13 train - loss: 0.8686, acc: 0.7092
Epoch 315, lr 0.571781
