Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
Epoch 64, lr 0.784197
00:20:24 train - loss: 1.4961, acc: 0.5907
Epoch 65, lr 0.783599
00:20:53 train - loss: 1.5104, acc: 0.5827
Epoch 66, lr 0.782990
00:21:21 train - loss: 1.5099, acc: 0.5790
Epoch 67, lr 0.782371
00:21:49 train - loss: 1.5035, acc: 0.5822
Epoch 68, lr 0.781740
00:22:17 train - loss: 1.4289, acc: 0.6173
Epoch 69, lr 0.781099
00:22:45 train - loss: 1.4779, acc: 0.5957
Epoch 70, lr 0.780447
00:23:13 train - loss: 1.5300, acc: 0.5680
00:23:16 valid - loss: 0.8079, acc: 0.8888
Epoch 71, lr 0.779784
00:23:44 train - loss: 1.4919, acc: 0.5846
Epoch 72, lr 0.779111
00:24:12 train - loss: 1.4640, acc: 0.6013
Epoch 73, lr 0.778427
00:24:40 train - loss: 1.5168, acc: 0.5744
Epoch 74, lr 0.777732
00:25:08 train - loss: 1.4849, acc: 0.5891
Epoch 75, lr 0.777026
00:25:37 train - loss: 1.5318, acc: 0.5674
Epoch 76, lr 0.776310
00:26:05 train - loss: 1.4800, acc: 0.5905
Epoch 77, lr 0.775583
00:26:33 train - loss: 1.3855, acc: 0.6393
Epoch 78, lr 0.774845
00:27:01 train - loss: 1.5183, acc: 0.5767
Epoch 79, lr 0.774097
00:27:29 train - loss: 1.5124, acc: 0.5781
Epoch 80, lr 0.773338
00:27:58 train - loss: 1.4794, acc: 0.5944
00:28:00 valid - loss: 0.7536, acc: 0.8893
Epoch 81, lr 0.772569
00:28:28 train - loss: 1.3962, acc: 0.6286
Epoch 82, lr 0.771789
00:28:56 train - loss: 1.4493, acc: 0.6069
Epoch 83, lr 0.770998
00:29:24 train - loss: 1.4119, acc: 0.6237
Epoch 84, lr 0.770197
00:29:53 train - loss: 1.3811, acc: 0.6373
Epoch 85, lr 0.769386
00:30:21 train - loss: 1.4914, acc: 0.5875
Epoch 86, lr 0.768564
00:30:49 train - loss: 1.5342, acc: 0.5677
Epoch 87, lr 0.767732
00:31:17 train - loss: 1.5231, acc: 0.5728
Epoch 88, lr 0.766889
00:31:45 train - loss: 1.4577, acc: 0.6047
Epoch 89, lr 0.766036
00:32:13 train - loss: 1.5080, acc: 0.5749
Epoch 90, lr 0.765172
00:32:42 train - loss: 1.4483, acc: 0.6063
00:32:44 valid - loss: 0.9170, acc: 0.8900
Epoch 91, lr 0.764299
00:33:12 train - loss: 1.4759, acc: 0.5931
Epoch 92, lr 0.763414
00:33:40 train - loss: 1.4606, acc: 0.6049
Epoch 93, lr 0.762520
00:34:08 train - loss: 1.4838, acc: 0.5892
Epoch 94, lr 0.761615
00:34:37 train - loss: 1.5085, acc: 0.5764
Epoch 95, lr 0.760700
00:35:05 train - loss: 1.4693, acc: 0.5958
Epoch 96, lr 0.759775
00:35:33 train - loss: 1.4421, acc: 0.6087
Epoch 97, lr 0.758840
00:36:01 train - loss: 1.4161, acc: 0.6273
Epoch 98, lr 0.757894
00:36:29 train - loss: 1.4499, acc: 0.6111
Epoch 99, lr 0.756939
00:36:57 train - loss: 1.3749, acc: 0.6401
Epoch 100, lr 0.755973
00:37:25 train - loss: 1.4223, acc: 0.6182
00:37:28 valid - loss: 0.7090, acc: 0.9134
Epoch 101, lr 0.754997
00:37:56 train - loss: 1.3983, acc: 0.6320
Epoch 102, lr 0.754011
00:38:24 train - loss: 1.4249, acc: 0.6161
Epoch 103, lr 0.753015
00:38:52 train - loss: 1.4877, acc: 0.5848
Epoch 104, lr 0.752009
00:39:21 train - loss: 1.4304, acc: 0.6132
Epoch 105, lr 0.750994
00:39:49 train - loss: 1.4414, acc: 0.6071
Epoch 106, lr 0.749968
00:40:17 train - loss: 1.4253, acc: 0.6175
Epoch 107, lr 0.748932
00:40:45 train - loss: 1.4398, acc: 0.6162
Epoch 108, lr 0.747887
00:41:13 train - loss: 1.4422, acc: 0.6115
Epoch 109, lr 0.746831
00:41:42 train - loss: 1.4202, acc: 0.6249
Epoch 110, lr 0.745766
00:42:10 train - loss: 1.4495, acc: 0.6036
00:42:12 valid - loss: 0.8601, acc: 0.9101
Epoch 111, lr 0.744691
00:42:40 train - loss: 1.4391, acc: 0.6094
Epoch 112, lr 0.743606
00:43:08 train - loss: 1.4647, acc: 0.5938
Epoch 113, lr 0.742512
00:43:37 train - loss: 1.3801, acc: 0.6425
Epoch 114, lr 0.741407
00:44:05 train - loss: 1.4030, acc: 0.6247
Epoch 115, lr 0.740293
00:44:33 train - loss: 1.4261, acc: 0.6142
Epoch 116, lr 0.739170
00:45:01 train - loss: 1.4520, acc: 0.6053
Epoch 117, lr 0.738037
00:45:29 train - loss: 1.4374, acc: 0.6141
Epoch 118, lr 0.736894
00:45:57 train - loss: 1.4434, acc: 0.6074
Epoch 119, lr 0.735742
00:46:25 train - loss: 1.4563, acc: 0.6048
Epoch 120, lr 0.734580
00:46:53 train - loss: 1.4483, acc: 0.6078
00:46:56 valid - loss: 0.7429, acc: 0.8969
Epoch 121, lr 0.733409
00:47:24 train - loss: 1.3896, acc: 0.6359
Epoch 122, lr 0.732228
00:47:52 train - loss: 1.4525, acc: 0.6042
Epoch 123, lr 0.731038
00:48:20 train - loss: 1.4604, acc: 0.6019
Epoch 124, lr 0.729839
00:48:48 train - loss: 1.4154, acc: 0.6246
Epoch 125, lr 0.728630
00:49:16 train - loss: 1.4546, acc: 0.6028
Epoch 126, lr 0.727412
00:49:44 train - loss: 1.3974, acc: 0.6341
Epoch 127, lr 0.726185
00:50:12 train - loss: 1.4679, acc: 0.5950
Epoch 128, lr 0.724948
00:50:40 train - loss: 1.4210, acc: 0.6217
Epoch 129, lr 0.723702
00:51:08 train - loss: 1.4168, acc: 0.6206
Epoch 130, lr 0.722447
00:51:37 train - loss: 1.4397, acc: 0.6060
00:51:39 valid - loss: 0.8452, acc: 0.9076
Epoch 131, lr 0.721183
00:52:07 train - loss: 1.4626, acc: 0.5934
Epoch 132, lr 0.719910
00:52:35 train - loss: 1.4699, acc: 0.5983
Epoch 133, lr 0.718628
00:53:03 train - loss: 1.4508, acc: 0.6041
Epoch 134, lr 0.717337
00:53:31 train - loss: 1.4199, acc: 0.6166
Epoch 135, lr 0.716037
00:53:59 train - loss: 1.4634, acc: 0.5915
Epoch 136, lr 0.714727
00:54:28 train - loss: 1.4052, acc: 0.6230
Epoch 137, lr 0.713409
00:54:56 train - loss: 1.4043, acc: 0.6249
Epoch 138, lr 0.712082
00:55:24 train - loss: 1.4285, acc: 0.6175
Epoch 139, lr 0.710747
00:55:52 train - loss: 1.4998, acc: 0.5792
Epoch 140, lr 0.709402
00:56:20 train - loss: 1.4206, acc: 0.6187
00:56:22 valid - loss: 0.7857, acc: 0.9243
Epoch 141, lr 0.708049
00:56:50 train - loss: 1.4208, acc: 0.6177
Epoch 142, lr 0.706687
00:57:18 train - loss: 1.3846, acc: 0.6350
Epoch 143, lr 0.705316
00:57:46 train - loss: 1.4692, acc: 0.5937
Epoch 144, lr 0.703937
00:58:14 train - loss: 1.4179, acc: 0.6183
Epoch 145, lr 0.702549
00:58:43 train - loss: 1.4064, acc: 0.6235
Epoch 146, lr 0.701152
00:59:11 train - loss: 1.4089, acc: 0.6194
Epoch 147, lr 0.699747
00:59:39 train - loss: 1.4683, acc: 0.5955
Epoch 148, lr 0.698333
01:00:07 train - loss: 1.4676, acc: 0.5909
Epoch 149, lr 0.696911
01:00:35 train - loss: 1.4354, acc: 0.6058
Epoch 150, lr 0.695481
01:01:03 train - loss: 1.4493, acc: 0.6038
01:01:05 valid - loss: 0.7062, acc: 0.9131
Epoch 151, lr 0.694042
01:01:33 train - loss: 1.4379, acc: 0.6070
Epoch 152, lr 0.692595
01:02:01 train - loss: 1.3229, acc: 0.6633
Epoch 153, lr 0.691140
01:02:30 train - loss: 1.3850, acc: 0.6335
Epoch 154, lr 0.689676
01:02:58 train - loss: 1.4251, acc: 0.6187
Epoch 155, lr 0.688204
01:03:26 train - loss: 1.4617, acc: 0.5971
Epoch 156, lr 0.686724
01:03:54 train - loss: 1.4201, acc: 0.6117
Epoch 157, lr 0.685236
01:04:22 train - loss: 1.4158, acc: 0.6192
Epoch 158, lr 0.683740
01:04:50 train - loss: 1.4092, acc: 0.6188
Epoch 159, lr 0.682236
01:05:18 train - loss: 1.4457, acc: 0.6030
Epoch 160, lr 0.680724
01:05:46 train - loss: 1.4449, acc: 0.6015
01:05:48 valid - loss: 0.8519, acc: 0.9112
Epoch 161, lr 0.679204
01:06:17 train - loss: 1.4300, acc: 0.6140
Epoch 162, lr 0.677676
01:06:45 train - loss: 1.4634, acc: 0.5971
Epoch 163, lr 0.676140
01:07:13 train - loss: 1.4206, acc: 0.6191
Epoch 164, lr 0.674596
01:07:41 train - loss: 1.3626, acc: 0.6397
Epoch 165, lr 0.673045
01:08:09 train - loss: 1.3323, acc: 0.6543
Epoch 166, lr 0.671486
01:08:37 train - loss: 1.4153, acc: 0.6188
Epoch 167, lr 0.669919
01:09:05 train - loss: 1.4095, acc: 0.6203
Epoch 168, lr 0.668344
01:09:33 train - loss: 1.3862, acc: 0.6343
Epoch 169, lr 0.666762
01:10:01 train - loss: 1.3673, acc: 0.6467
Epoch 170, lr 0.665172
01:10:29 train - loss: 1.4057, acc: 0.6223
01:10:31 valid - loss: 0.7467, acc: 0.9196
Epoch 171, lr 0.663575
01:10:59 train - loss: 1.3644, acc: 0.6411
Epoch 172, lr 0.661971
01:11:27 train - loss: 1.4007, acc: 0.6245
Epoch 173, lr 0.660359
01:11:56 train - loss: 1.3880, acc: 0.6278
Epoch 174, lr 0.658739
01:12:24 train - loss: 1.4500, acc: 0.5998
Epoch 175, lr 0.657113
01:12:52 train - loss: 1.4020, acc: 0.6250
Epoch 176, lr 0.655479
01:13:20 train - loss: 1.4475, acc: 0.6029
Epoch 177, lr 0.653837
01:13:48 train - loss: 1.3379, acc: 0.6504
Epoch 178, lr 0.652189
01:14:16 train - loss: 1.4504, acc: 0.6004
Epoch 179, lr 0.650533
01:14:44 train - loss: 1.4250, acc: 0.6125
Epoch 180, lr 0.648871
01:15:12 train - loss: 1.3841, acc: 0.6342
01:15:14 valid - loss: 0.7722, acc: 0.9241
Epoch 181, lr 0.647201
01:15:42 train - loss: 1.4580, acc: 0.5981
Epoch 182, lr 0.645524
01:16:10 train - loss: 1.3846, acc: 0.6349
Epoch 183, lr 0.643841
01:16:38 train - loss: 1.3907, acc: 0.6277
Epoch 184, lr 0.642150
01:17:06 train - loss: 1.3825, acc: 0.6309
Epoch 185, lr 0.640453
01:17:34 train - loss: 1.3868, acc: 0.6315
Epoch 186, lr 0.638749
01:18:03 train - loss: 1.4508, acc: 0.5970
Epoch 187, lr 0.637038
01:18:31 train - loss: 1.4491, acc: 0.5994
Epoch 188, lr 0.635320
01:18:59 train - loss: 1.4127, acc: 0.6122
Epoch 189, lr 0.633596
01:19:27 train - loss: 1.2823, acc: 0.6810
Epoch 190, lr 0.631865
01:19:55 train - loss: 1.3710, acc: 0.6387
01:19:57 valid - loss: 0.6772, acc: 0.9270
Epoch 191, lr 0.630128
01:20:26 train - loss: 1.4310, acc: 0.6112
Epoch 192, lr 0.628384
01:20:54 train - loss: 1.4239, acc: 0.6144
Epoch 193, lr 0.626633
01:21:22 train - loss: 1.4176, acc: 0.6133
Epoch 194, lr 0.624876
01:21:50 train - loss: 1.3693, acc: 0.6480
Epoch 195, lr 0.623113
01:22:18 train - loss: 1.3918, acc: 0.6265
Epoch 196, lr 0.621344
01:22:47 train - loss: 1.3969, acc: 0.6257
Epoch 197, lr 0.619568
01:23:15 train - loss: 1.3803, acc: 0.6341
Epoch 198, lr 0.617786
01:23:43 train - loss: 1.3910, acc: 0.6317
Epoch 199, lr 0.615998
01:24:11 train - loss: 1.3655, acc: 0.6397
Epoch 200, lr 0.614203
01:24:39 train - loss: 1.3328, acc: 0.6532
01:24:41 valid - loss: 0.8609, acc: 0.9079
Epoch 201, lr 0.612403
01:25:10 train - loss: 1.3869, acc: 0.6322
Epoch 202, lr 0.610597
01:25:38 train - loss: 1.4182, acc: 0.6144
Epoch 203, lr 0.608785
01:26:06 train - loss: 1.4502, acc: 0.5975
Epoch 204, lr 0.606966
01:26:34 train - loss: 1.3761, acc: 0.6340
Epoch 205, lr 0.605142
01:27:02 train - loss: 1.3621, acc: 0.6452
Epoch 206, lr 0.603312
01:27:30 train - loss: 1.4385, acc: 0.6045
Epoch 207, lr 0.601477
01:27:58 train - loss: 1.3974, acc: 0.6269
Epoch 208, lr 0.599636
01:28:26 train - loss: 1.3799, acc: 0.6333
Epoch 209, lr 0.597789
01:28:54 train - loss: 1.4608, acc: 0.5924
Epoch 210, lr 0.595936
01:29:22 train - loss: 1.3690, acc: 0.6389
01:29:24 valid - loss: 0.7256, acc: 0.9265
Epoch 211, lr 0.594078
01:29:53 train - loss: 1.4194, acc: 0.6116
Epoch 212, lr 0.592215
01:30:21 train - loss: 1.4665, acc: 0.5895
Epoch 213, lr 0.590346
01:30:49 train - loss: 1.3780, acc: 0.6307
Epoch 214, lr 0.588471
01:31:17 train - loss: 1.3250, acc: 0.6570
Epoch 215, lr 0.586591
01:31:45 train - loss: 1.3886, acc: 0.6280
Epoch 216, lr 0.584706
01:32:13 train - loss: 1.4052, acc: 0.6205
Epoch 217, lr 0.582816
01:32:41 train - loss: 1.4032, acc: 0.6235
Epoch 218, lr 0.580921
01:33:09 train - loss: 1.3777, acc: 0.6361
Epoch 219, lr 0.579020
01:33:37 train - loss: 1.4492, acc: 0.6020
Epoch 220, lr 0.577115
01:34:05 train - loss: 1.3923, acc: 0.6272
01:34:08 valid - loss: 0.8724, acc: 0.9114
Epoch 221, lr 0.575204
01:34:36 train - loss: 1.3666, acc: 0.6396
Epoch 222, lr 0.573289
01:35:04 train - loss: 1.4034, acc: 0.6226
Epoch 223, lr 0.571368
01:35:32 train - loss: 1.3442, acc: 0.6508
Epoch 224, lr 0.569443
01:36:00 train - loss: 1.3637, acc: 0.6402
Epoch 225, lr 0.567513
01:36:28 train - loss: 1.3677, acc: 0.6357
Epoch 226, lr 0.565578
01:36:57 train - loss: 1.4055, acc: 0.6195
Epoch 227, lr 0.563639
01:37:25 train - loss: 1.3955, acc: 0.6241
Epoch 228, lr 0.561695
01:37:53 train - loss: 1.3992, acc: 0.6223
Epoch 229, lr 0.559746
01:38:21 train - loss: 1.3851, acc: 0.6300
Epoch 230, lr 0.557793
01:38:49 train - loss: 1.3909, acc: 0.6244
01:38:51 valid - loss: 0.8629, acc: 0.9179
Epoch 231, lr 0.555835
01:39:20 train - loss: 1.2986, acc: 0.6717
Epoch 232, lr 0.553873
01:39:48 train - loss: 1.4369, acc: 0.6041
Epoch 233, lr 0.551907
01:40:16 train - loss: 1.3681, acc: 0.6384
Epoch 234, lr 0.549936
01:40:44 train - loss: 1.3629, acc: 0.6325
Epoch 235, lr 0.547961
01:41:12 train - loss: 1.3437, acc: 0.6521
Epoch 236, lr 0.545982
01:41:40 train - loss: 1.3676, acc: 0.6388
Epoch 237, lr 0.543999
01:42:08 train - loss: 1.3772, acc: 0.6346
Epoch 238, lr 0.542012
01:42:37 train - loss: 1.3916, acc: 0.6280
Epoch 239, lr 0.540020
01:43:05 train - loss: 1.4321, acc: 0.6059
Epoch 240, lr 0.538025
01:43:33 train - loss: 1.4055, acc: 0.6171
01:43:35 valid - loss: 0.6830, acc: 0.9334
Epoch 241, lr 0.536026
01:44:03 train - loss: 1.3139, acc: 0.6611
Epoch 242, lr 0.534023
01:44:31 train - loss: 1.4077, acc: 0.6176
Epoch 243, lr 0.532016
01:44:59 train - loss: 1.3510, acc: 0.6484
Epoch 244, lr 0.530006
01:45:27 train - loss: 1.3926, acc: 0.6273
Epoch 245, lr 0.527991
01:45:55 train - loss: 1.3696, acc: 0.6370
Epoch 246, lr 0.525974
01:46:23 train - loss: 1.4012, acc: 0.6219
Epoch 247, lr 0.523952
01:46:51 train - loss: 1.4242, acc: 0.6050
Epoch 248, lr 0.521927
01:47:19 train - loss: 1.3623, acc: 0.6338
Epoch 249, lr 0.519899
01:47:47 train - loss: 1.3614, acc: 0.6387
Epoch 250, lr 0.517867
01:48:16 train - loss: 1.4070, acc: 0.6169
01:48:18 valid - loss: 0.8269, acc: 0.9203
Epoch 251, lr 0.515832
01:48:46 train - loss: 1.3859, acc: 0.6279
Epoch 252, lr 0.513794
01:49:14 train - loss: 1.3552, acc: 0.6462
Epoch 253, lr 0.511753
01:49:42 train - loss: 1.4280, acc: 0.6038
Epoch 254, lr 0.509708
01:50:10 train - loss: 1.3737, acc: 0.6334
Epoch 255, lr 0.507660
01:50:38 train - loss: 1.3657, acc: 0.6387
Epoch 256, lr 0.505609
01:51:06 train - loss: 1.4225, acc: 0.6069
Epoch 257, lr 0.503556
01:51:35 train - loss: 1.4292, acc: 0.6105
Epoch 258, lr 0.501499
01:52:03 train - loss: 1.4041, acc: 0.6166
Epoch 259, lr 0.499439
01:52:31 train - loss: 1.3544, acc: 0.6372
Epoch 260, lr 0.497377
01:52:59 train - loss: 1.3570, acc: 0.6397
01:53:01 valid - loss: 0.6667, acc: 0.9325
Epoch 261, lr 0.495312
01:53:29 train - loss: 1.3577, acc: 0.6457
Epoch 262, lr 0.493244
01:53:57 train - loss: 1.3308, acc: 0.6546
Epoch 263, lr 0.491174
01:54:25 train - loss: 1.3200, acc: 0.6562
Epoch 264, lr 0.489101
01:54:53 train - loss: 1.3186, acc: 0.6578
Epoch 265, lr 0.487025
01:55:22 train - loss: 1.3508, acc: 0.6409
Epoch 266, lr 0.484947
01:55:50 train - loss: 1.3277, acc: 0.6529
Epoch 267, lr 0.482867
01:56:18 train - loss: 1.3422, acc: 0.6549
Epoch 268, lr 0.480784
01:56:46 train - loss: 1.3665, acc: 0.6384
Epoch 269, lr 0.478699
01:57:14 train - loss: 1.3812, acc: 0.6311
Epoch 270, lr 0.476612
01:57:42 train - loss: 1.3546, acc: 0.6436
01:57:44 valid - loss: 0.6785, acc: 0.9367
Epoch 271, lr 0.474523
01:58:12 train - loss: 1.3630, acc: 0.6360
Epoch 272, lr 0.472431
01:58:40 train - loss: 1.3738, acc: 0.6267
Epoch 273, lr 0.470338
01:59:08 train - loss: 1.2848, acc: 0.6750
Epoch 274, lr 0.468242
01:59:36 train - loss: 1.4259, acc: 0.6067
Epoch 275, lr 0.466145
02:00:04 train - loss: 1.4133, acc: 0.6151
Epoch 276, lr 0.464046
02:00:33 train - loss: 1.3646, acc: 0.6392
Epoch 277, lr 0.461945
02:01:01 train - loss: 1.3715, acc: 0.6313
Epoch 278, lr 0.459842
02:01:29 train - loss: 1.2890, acc: 0.6777
Epoch 279, lr 0.457738
02:01:57 train - loss: 1.4151, acc: 0.6091
Epoch 280, lr 0.455631
02:02:25 train - loss: 1.3990, acc: 0.6182
02:02:27 valid - loss: 0.7302, acc: 0.9316
Epoch 281, lr 0.453524
02:02:56 train - loss: 1.3356, acc: 0.6487
Epoch 282, lr 0.451415
02:03:24 train - loss: 1.3633, acc: 0.6386
Epoch 283, lr 0.449304
02:03:52 train - loss: 1.3931, acc: 0.6218
Epoch 284, lr 0.447192
02:04:20 train - loss: 1.3942, acc: 0.6157
Epoch 285, lr 0.445079
02:04:48 train - loss: 1.3588, acc: 0.6340
Epoch 286, lr 0.442964
02:05:16 train - loss: 1.3875, acc: 0.6204
Epoch 287, lr 0.440848
02:05:44 train - loss: 1.3031, acc: 0.6719
Epoch 288, lr 0.438732
02:06:13 train - loss: 1.3903, acc: 0.6244
Epoch 289, lr 0.436614
02:06:41 train - loss: 1.3472, acc: 0.6498
Epoch 290, lr 0.434495
02:07:09 train - loss: 1.3589, acc: 0.6400
02:07:11 valid - loss: 0.7775, acc: 0.9329
Epoch 291, lr 0.432375
02:07:39 train - loss: 1.3592, acc: 0.6357
Epoch 292, lr 0.430254
02:08:08 train - loss: 1.3420, acc: 0.6548
Epoch 293, lr 0.428132
02:08:36 train - loss: 1.3748, acc: 0.6274
Epoch 294, lr 0.426009
02:09:04 train - loss: 1.3501, acc: 0.6450
Epoch 295, lr 0.423886
02:09:32 train - loss: 1.3512, acc: 0.6418
Epoch 296, lr 0.421762
02:10:00 train - loss: 1.4001, acc: 0.6102
Epoch 297, lr 0.419638
02:10:28 train - loss: 1.2919, acc: 0.6702
Epoch 298, lr 0.417513
02:10:56 train - loss: 1.3547, acc: 0.6392
Epoch 299, lr 0.415387
02:11:25 train - loss: 1.3708, acc: 0.6316
Epoch 300, lr 0.413261
02:11:53 train - loss: 1.4058, acc: 0.6104
02:11:55 valid - loss: 0.8562, acc: 0.9251
Epoch 301, lr 0.411135
02:12:23 train - loss: 1.2569, acc: 0.6838
Epoch 302, lr 0.409008
02:12:51 train - loss: 1.3308, acc: 0.6462
Epoch 303, lr 0.406881
02:13:19 train - loss: 1.3188, acc: 0.6617
Epoch 304, lr 0.404754
02:13:47 train - loss: 1.3612, acc: 0.6333
Epoch 305, lr 0.402627
02:14:15 train - loss: 1.3042, acc: 0.6649
Epoch 306, lr 0.400500
02:14:44 train - loss: 1.3830, acc: 0.6224
Epoch 307, lr 0.398373
02:15:12 train - loss: 1.2887, acc: 0.6713
Epoch 308, lr 0.396246
02:15:40 train - loss: 1.2937, acc: 0.6683
Epoch 309, lr 0.394119
02:16:08 train - loss: 1.3582, acc: 0.6423
Epoch 310, lr 0.391992
02:16:36 train - loss: 1.3348, acc: 0.6466
02:16:38 valid - loss: 0.7022, acc: 0.9375
Epoch 311, lr 0.389865
02:17:06 train - loss: 1.3559, acc: 0.6408
Epoch 312, lr 0.387739
02:17:35 train - loss: 1.3172, acc: 0.6638
Epoch 313, lr 0.385613
02:18:03 train - loss: 1.3553, acc: 0.6442
Epoch 314, lr 0.383487
02:18:31 train - loss: 1.3467, acc: 0.6381
Epoch 315, lr 0.381362
02:18:59 train - loss: 1.3034, acc: 0.6603
Epoch 316, lr 0.379238
02:19:27 train - loss: 1.3606, acc: 0.6350
Epoch 317, lr 0.377114
02:19:55 train - loss: 1.3539, acc: 0.6364
Epoch 318, lr 0.374991
02:20:23 train - loss: 1.3489, acc: 0.6436
Epoch 319, lr 0.372868
02:20:51 train - loss: 1.3327, acc: 0.6475
Epoch 320, lr 0.370746
