Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
13:46:30 train - loss: 0.6240, acc: 0.9457
Epoch 38, lr 1.174517
13:46:49 train - loss: 0.6247, acc: 0.9455
Epoch 39, lr 1.172609
13:47:08 train - loss: 0.6212, acc: 0.9470
Epoch 40, lr 1.170634
13:47:27 train - loss: 0.6200, acc: 0.9477
13:47:28 valid - loss: 0.4381, acc: 0.8754
Epoch 41, lr 1.168592
13:47:47 train - loss: 0.6213, acc: 0.9473
Epoch 42, lr 1.166483
13:48:06 train - loss: 0.6185, acc: 0.9475
Epoch 43, lr 1.164308
13:48:25 train - loss: 0.6162, acc: 0.9487
Epoch 44, lr 1.162067
13:48:44 train - loss: 0.6142, acc: 0.9504
Epoch 45, lr 1.159759
13:49:03 train - loss: 0.6121, acc: 0.9501
Epoch 46, lr 1.157386
13:49:21 train - loss: 0.6114, acc: 0.9515
Epoch 47, lr 1.154948
13:49:40 train - loss: 0.6115, acc: 0.9517
Epoch 48, lr 1.152444
13:49:59 train - loss: 0.6076, acc: 0.9541
Epoch 49, lr 1.149876
13:50:18 train - loss: 0.6103, acc: 0.9508
Epoch 50, lr 1.147243
13:50:37 train - loss: 0.6095, acc: 0.9518
13:50:39 valid - loss: 0.3895, acc: 0.8928
Epoch 51, lr 1.144546
13:50:58 train - loss: 0.6048, acc: 0.9537
Epoch 52, lr 1.141785
13:51:16 train - loss: 0.6074, acc: 0.9532
Epoch 53, lr 1.138960
13:51:35 train - loss: 0.6046, acc: 0.9552
Epoch 54, lr 1.136072
13:51:54 train - loss: 0.6019, acc: 0.9547
Epoch 55, lr 1.133121
13:52:13 train - loss: 0.6010, acc: 0.9556
Epoch 56, lr 1.130108
13:52:32 train - loss: 0.6002, acc: 0.9556
Epoch 57, lr 1.127032
13:52:51 train - loss: 0.6040, acc: 0.9545
Epoch 58, lr 1.123895
13:53:09 train - loss: 0.6005, acc: 0.9556
Epoch 59, lr 1.120696
13:53:28 train - loss: 0.5994, acc: 0.9558
Epoch 60, lr 1.117436
13:53:47 train - loss: 0.5992, acc: 0.9562
13:53:49 valid - loss: 0.4048, acc: 0.8908
Epoch 61, lr 1.114115
13:54:08 train - loss: 0.6019, acc: 0.9559
Epoch 62, lr 1.110734
13:54:27 train - loss: 0.5960, acc: 0.9584
Epoch 63, lr 1.107293
13:54:46 train - loss: 0.5935, acc: 0.9600
Epoch 64, lr 1.103792
13:55:04 train - loss: 0.5915, acc: 0.9606
Epoch 65, lr 1.100233
13:55:23 train - loss: 0.5910, acc: 0.9608
Epoch 66, lr 1.096614
13:55:42 train - loss: 0.5901, acc: 0.9604
Epoch 67, lr 1.092938
13:56:01 train - loss: 0.5920, acc: 0.9595
Epoch 68, lr 1.089203
13:56:20 train - loss: 0.5893, acc: 0.9615
Epoch 69, lr 1.085411
13:56:39 train - loss: 0.5915, acc: 0.9592
Epoch 70, lr 1.081562
13:56:58 train - loss: 0.5901, acc: 0.9605
13:56:59 valid - loss: 0.3596, acc: 0.9055
Epoch 71, lr 1.077657
13:57:18 train - loss: 0.5863, acc: 0.9629
Epoch 72, lr 1.073695
13:57:37 train - loss: 0.5833, acc: 0.9628
Epoch 73, lr 1.069678
13:57:56 train - loss: 0.5844, acc: 0.9632
Epoch 74, lr 1.065606
13:58:15 train - loss: 0.5885, acc: 0.9615
Epoch 75, lr 1.061479
13:58:34 train - loss: 0.5830, acc: 0.9644
Epoch 76, lr 1.057298
13:58:52 train - loss: 0.5847, acc: 0.9626
Epoch 77, lr 1.053064
13:59:11 train - loss: 0.5796, acc: 0.9652
Epoch 78, lr 1.048776
13:59:30 train - loss: 0.5821, acc: 0.9648
Epoch 79, lr 1.044436
13:59:49 train - loss: 0.5839, acc: 0.9635
Epoch 80, lr 1.040043
14:00:08 train - loss: 0.5789, acc: 0.9659
14:00:10 valid - loss: 0.4089, acc: 0.8901
Epoch 81, lr 1.035599
14:00:29 train - loss: 0.5808, acc: 0.9646
Epoch 82, lr 1.031103
14:00:47 train - loss: 0.5775, acc: 0.9661
Epoch 83, lr 1.026557
14:01:06 train - loss: 0.5789, acc: 0.9657
Epoch 84, lr 1.021961
14:01:25 train - loss: 0.5797, acc: 0.9655
Epoch 85, lr 1.017316
14:01:44 train - loss: 0.5801, acc: 0.9654
Epoch 86, lr 1.012621
14:02:03 train - loss: 0.5769, acc: 0.9668
Epoch 87, lr 1.007878
14:02:22 train - loss: 0.5745, acc: 0.9668
Epoch 88, lr 1.003087
14:02:40 train - loss: 0.5753, acc: 0.9680
Epoch 89, lr 0.998249
14:02:59 train - loss: 0.5759, acc: 0.9673
Epoch 90, lr 0.993365
14:03:18 train - loss: 0.5733, acc: 0.9676
14:03:20 valid - loss: 0.3550, acc: 0.9099
Epoch 91, lr 0.988434
14:03:39 train - loss: 0.5709, acc: 0.9687
Epoch 92, lr 0.983457
14:03:58 train - loss: 0.5694, acc: 0.9698
Epoch 93, lr 0.978435
14:04:17 train - loss: 0.5712, acc: 0.9687
Epoch 94, lr 0.973369
14:04:35 train - loss: 0.5736, acc: 0.9683
Epoch 95, lr 0.968260
14:04:54 train - loss: 0.5716, acc: 0.9684
Epoch 96, lr 0.963107
14:05:13 train - loss: 0.5702, acc: 0.9690
Epoch 97, lr 0.957911
14:05:32 train - loss: 0.5706, acc: 0.9694
Epoch 98, lr 0.952673
14:05:51 train - loss: 0.5651, acc: 0.9718
Epoch 99, lr 0.947394
14:06:10 train - loss: 0.5703, acc: 0.9693
Epoch 100, lr 0.942074
14:06:29 train - loss: 0.5680, acc: 0.9704
14:06:30 valid - loss: 0.3272, acc: 0.9129
Epoch 101, lr 0.936714
14:06:49 train - loss: 0.5642, acc: 0.9722
Epoch 102, lr 0.931315
14:07:08 train - loss: 0.5650, acc: 0.9720
Epoch 103, lr 0.925877
14:07:27 train - loss: 0.5691, acc: 0.9697
Epoch 104, lr 0.920400
14:07:46 train - loss: 0.5603, acc: 0.9741
Epoch 105, lr 0.914886
14:08:05 train - loss: 0.5679, acc: 0.9703
Epoch 106, lr 0.909335
14:08:24 train - loss: 0.5610, acc: 0.9736
Epoch 107, lr 0.903747
14:08:42 train - loss: 0.5639, acc: 0.9727
Epoch 108, lr 0.898124
14:09:01 train - loss: 0.5607, acc: 0.9730
Epoch 109, lr 0.892466
14:09:20 train - loss: 0.5647, acc: 0.9716
Epoch 110, lr 0.886774
14:09:39 train - loss: 0.5641, acc: 0.9718
14:09:41 valid - loss: 0.3653, acc: 0.9069
Epoch 111, lr 0.881048
14:10:00 train - loss: 0.5608, acc: 0.9733
Epoch 112, lr 0.875289
14:10:19 train - loss: 0.5614, acc: 0.9741
Epoch 113, lr 0.869497
14:10:38 train - loss: 0.5597, acc: 0.9735
Epoch 114, lr 0.863674
14:10:57 train - loss: 0.5568, acc: 0.9757
Epoch 115, lr 0.857821
14:11:16 train - loss: 0.5605, acc: 0.9731
Epoch 116, lr 0.851936
14:11:35 train - loss: 0.5591, acc: 0.9743
Epoch 117, lr 0.846023
14:11:53 train - loss: 0.5577, acc: 0.9753
Epoch 118, lr 0.840080
14:12:12 train - loss: 0.5563, acc: 0.9754
Epoch 119, lr 0.834109
14:12:31 train - loss: 0.5584, acc: 0.9746
Epoch 120, lr 0.828111
14:12:50 train - loss: 0.5557, acc: 0.9763
14:12:52 valid - loss: 0.3741, acc: 0.9032
Epoch 121, lr 0.822086
14:13:11 train - loss: 0.5577, acc: 0.9742
Epoch 122, lr 0.816035
14:13:30 train - loss: 0.5603, acc: 0.9739
Epoch 123, lr 0.809959
14:13:48 train - loss: 0.5538, acc: 0.9769
Epoch 124, lr 0.803857
14:14:07 train - loss: 0.5554, acc: 0.9758
Epoch 125, lr 0.797733
14:14:26 train - loss: 0.5506, acc: 0.9786
Epoch 126, lr 0.791584
14:14:45 train - loss: 0.5485, acc: 0.9792
Epoch 127, lr 0.785414
14:15:04 train - loss: 0.5504, acc: 0.9786
Epoch 128, lr 0.779221
14:15:23 train - loss: 0.5572, acc: 0.9749
Epoch 129, lr 0.773008
14:15:42 train - loss: 0.5524, acc: 0.9776
Epoch 130, lr 0.766774
14:16:00 train - loss: 0.5469, acc: 0.9804
14:16:02 valid - loss: 0.3724, acc: 0.9020
Epoch 131, lr 0.760521
14:16:21 train - loss: 0.5505, acc: 0.9784
Epoch 132, lr 0.754248
14:16:40 train - loss: 0.5472, acc: 0.9798
Epoch 133, lr 0.747958
14:16:59 train - loss: 0.5476, acc: 0.9798
Epoch 134, lr 0.741651
14:17:18 train - loss: 0.5474, acc: 0.9795
Epoch 135, lr 0.735326
14:17:36 train - loss: 0.5469, acc: 0.9801
Epoch 136, lr 0.728986
14:17:55 train - loss: 0.5478, acc: 0.9799
Epoch 137, lr 0.722631
14:18:14 train - loss: 0.5486, acc: 0.9788
Epoch 138, lr 0.716261
14:18:33 train - loss: 0.5465, acc: 0.9794
Epoch 139, lr 0.709878
14:18:52 train - loss: 0.5480, acc: 0.9791
Epoch 140, lr 0.703482
14:19:11 train - loss: 0.5403, acc: 0.9828
14:19:12 valid - loss: 0.3835, acc: 0.9012
Epoch 141, lr 0.697073
14:19:31 train - loss: 0.5451, acc: 0.9802
Epoch 142, lr 0.690654
14:19:50 train - loss: 0.5444, acc: 0.9812
Epoch 143, lr 0.684223
14:20:09 train - loss: 0.5421, acc: 0.9822
Epoch 144, lr 0.677783
14:20:28 train - loss: 0.5412, acc: 0.9827
Epoch 145, lr 0.671334
14:20:46 train - loss: 0.5391, acc: 0.9832
Epoch 146, lr 0.664876
14:21:05 train - loss: 0.5402, acc: 0.9831
Epoch 147, lr 0.658410
14:21:24 train - loss: 0.5413, acc: 0.9823
Epoch 148, lr 0.651938
14:21:43 train - loss: 0.5412, acc: 0.9824
Epoch 149, lr 0.645460
14:22:02 train - loss: 0.5401, acc: 0.9829
Epoch 150, lr 0.638976
14:22:21 train - loss: 0.5360, acc: 0.9847
14:22:23 valid - loss: 0.3329, acc: 0.9185
Epoch 151, lr 0.632488
14:22:42 train - loss: 0.5366, acc: 0.9848
Epoch 152, lr 0.625996
14:23:00 train - loss: 0.5387, acc: 0.9832
Epoch 153, lr 0.619501
14:23:19 train - loss: 0.5407, acc: 0.9827
Epoch 154, lr 0.613004
14:23:39 train - loss: 0.5379, acc: 0.9836
Epoch 155, lr 0.606505
14:23:57 train - loss: 0.5379, acc: 0.9842
Epoch 156, lr 0.600005
14:24:16 train - loss: 0.5352, acc: 0.9849
Epoch 157, lr 0.593505
14:24:35 train - loss: 0.5369, acc: 0.9844
Epoch 158, lr 0.587006
14:24:54 train - loss: 0.5364, acc: 0.9848
Epoch 159, lr 0.580509
14:25:13 train - loss: 0.5391, acc: 0.9827
Epoch 160, lr 0.574014
14:25:32 train - loss: 0.5350, acc: 0.9856
14:25:34 valid - loss: 0.3801, acc: 0.9062
Epoch 161, lr 0.567522
14:25:53 train - loss: 0.5352, acc: 0.9849
Epoch 162, lr 0.561034
14:26:11 train - loss: 0.5342, acc: 0.9857
Epoch 163, lr 0.554550
14:26:30 train - loss: 0.5314, acc: 0.9867
Epoch 164, lr 0.548072
14:26:49 train - loss: 0.5281, acc: 0.9886
Epoch 165, lr 0.541600
14:27:08 train - loss: 0.5286, acc: 0.9879
Epoch 166, lr 0.535134
14:27:27 train - loss: 0.5289, acc: 0.9881
Epoch 167, lr 0.528676
14:27:46 train - loss: 0.5278, acc: 0.9883
Epoch 168, lr 0.522227
14:28:05 train - loss: 0.5330, acc: 0.9858
Epoch 169, lr 0.515787
14:28:24 train - loss: 0.5307, acc: 0.9871
Epoch 170, lr 0.509356
14:28:43 train - loss: 0.5271, acc: 0.9890
14:28:44 valid - loss: 0.3167, acc: 0.9259
Epoch 171, lr 0.502937
14:29:03 train - loss: 0.5262, acc: 0.9894
Epoch 172, lr 0.496528
14:29:22 train - loss: 0.5247, acc: 0.9894
Epoch 173, lr 0.490132
14:29:41 train - loss: 0.5277, acc: 0.9883
Epoch 174, lr 0.483749
14:30:01 train - loss: 0.5259, acc: 0.9896
Epoch 175, lr 0.477379
14:30:19 train - loss: 0.5258, acc: 0.9894
Epoch 176, lr 0.471024
14:30:38 train - loss: 0.5294, acc: 0.9874
Epoch 177, lr 0.464684
14:30:57 train - loss: 0.5243, acc: 0.9903
Epoch 178, lr 0.458359
14:31:16 train - loss: 0.5254, acc: 0.9894
Epoch 179, lr 0.452052
14:31:35 train - loss: 0.5246, acc: 0.9895
Epoch 180, lr 0.445762
14:31:54 train - loss: 0.5261, acc: 0.9893
14:31:56 valid - loss: 0.2970, acc: 0.9311
Epoch 181, lr 0.439489
14:32:15 train - loss: 0.5210, acc: 0.9917
Epoch 182, lr 0.433236
14:32:34 train - loss: 0.5216, acc: 0.9912
Epoch 183, lr 0.427002
14:32:53 train - loss: 0.5198, acc: 0.9921
Epoch 184, lr 0.420789
14:33:11 train - loss: 0.5223, acc: 0.9908
Epoch 185, lr 0.414596
14:33:30 train - loss: 0.5183, acc: 0.9929
Epoch 186, lr 0.408426
14:33:49 train - loss: 0.5220, acc: 0.9909
Epoch 187, lr 0.402277
14:34:08 train - loss: 0.5208, acc: 0.9920
Epoch 188, lr 0.396153
14:34:27 train - loss: 0.5196, acc: 0.9921
Epoch 189, lr 0.390051
14:34:46 train - loss: 0.5189, acc: 0.9922
Epoch 190, lr 0.383975
14:35:05 train - loss: 0.5206, acc: 0.9917
14:35:07 valid - loss: 0.3078, acc: 0.9293
Epoch 191, lr 0.377924
14:35:26 train - loss: 0.5176, acc: 0.9931
Epoch 192, lr 0.371899
14:35:45 train - loss: 0.5161, acc: 0.9937
Epoch 193, lr 0.365901
14:36:04 train - loss: 0.5172, acc: 0.9933
Epoch 194, lr 0.359930
14:36:23 train - loss: 0.5173, acc: 0.9931
Epoch 195, lr 0.353987
14:36:41 train - loss: 0.5178, acc: 0.9928
Epoch 196, lr 0.348074
14:37:00 train - loss: 0.5161, acc: 0.9941
Epoch 197, lr 0.342189
14:37:19 train - loss: 0.5169, acc: 0.9935
Epoch 198, lr 0.336336
14:37:38 train - loss: 0.5169, acc: 0.9934
Epoch 199, lr 0.330513
14:37:57 train - loss: 0.5165, acc: 0.9934
Epoch 200, lr 0.324721
14:38:16 train - loss: 0.5138, acc: 0.9948
14:38:18 valid - loss: 0.2991, acc: 0.9326
Epoch 201, lr 0.318962
14:38:37 train - loss: 0.5134, acc: 0.9948
Epoch 202, lr 0.313236
14:38:56 train - loss: 0.5125, acc: 0.9952
Epoch 203, lr 0.307544
14:39:15 train - loss: 0.5122, acc: 0.9953
Epoch 204, lr 0.301886
14:39:34 train - loss: 0.5120, acc: 0.9954
Epoch 205, lr 0.296263
14:39:53 train - loss: 0.5094, acc: 0.9966
Epoch 206, lr 0.290675
14:40:12 train - loss: 0.5088, acc: 0.9967
Epoch 207, lr 0.285124
14:40:31 train - loss: 0.5097, acc: 0.9963
Epoch 208, lr 0.279610
14:40:50 train - loss: 0.5083, acc: 0.9971
Epoch 209, lr 0.274133
14:41:09 train - loss: 0.5083, acc: 0.9968
Epoch 210, lr 0.268695
14:41:28 train - loss: 0.5094, acc: 0.9965
14:41:30 valid - loss: 0.2876, acc: 0.9370
Epoch 211, lr 0.263296
14:41:49 train - loss: 0.5086, acc: 0.9971
Epoch 212, lr 0.257936
14:42:08 train - loss: 0.5083, acc: 0.9968
Epoch 213, lr 0.252616
14:42:26 train - loss: 0.5073, acc: 0.9977
Epoch 214, lr 0.247337
14:42:45 train - loss: 0.5058, acc: 0.9982
Epoch 215, lr 0.242099
14:43:04 train - loss: 0.5050, acc: 0.9985
Epoch 216, lr 0.236903
14:43:23 train - loss: 0.5048, acc: 0.9986
Epoch 217, lr 0.231750
14:43:42 train - loss: 0.5059, acc: 0.9982
Epoch 218, lr 0.226641
14:44:00 train - loss: 0.5061, acc: 0.9980
Epoch 219, lr 0.221575
14:44:19 train - loss: 0.5056, acc: 0.9983
Epoch 220, lr 0.216553
14:44:38 train - loss: 0.5058, acc: 0.9979
14:44:40 valid - loss: 0.2770, acc: 0.9418
Epoch 221, lr 0.211576
14:44:59 train - loss: 0.5057, acc: 0.9982
Epoch 222, lr 0.206645
14:45:18 train - loss: 0.5054, acc: 0.9985
Epoch 223, lr 0.201761
14:45:37 train - loss: 0.5039, acc: 0.9989
Epoch 224, lr 0.196923
14:45:55 train - loss: 0.5043, acc: 0.9987
Epoch 225, lr 0.192132
14:46:14 train - loss: 0.5035, acc: 0.9991
Epoch 226, lr 0.187389
14:46:33 train - loss: 0.5036, acc: 0.9989
Epoch 227, lr 0.182694
14:46:52 train - loss: 0.5038, acc: 0.9989
Epoch 228, lr 0.178049
14:47:11 train - loss: 0.5041, acc: 0.9988
Epoch 229, lr 0.173453
14:47:30 train - loss: 0.5032, acc: 0.9992
Epoch 230, lr 0.168907
14:47:49 train - loss: 0.5023, acc: 0.9996
14:47:50 valid - loss: 0.2625, acc: 0.9454
Epoch 231, lr 0.164411
14:48:10 train - loss: 0.5021, acc: 0.9996
Epoch 232, lr 0.159967
14:48:29 train - loss: 0.5021, acc: 0.9996
Epoch 233, lr 0.155574
14:48:48 train - loss: 0.5021, acc: 0.9997
Epoch 234, lr 0.151234
14:49:06 train - loss: 0.5017, acc: 0.9998
Epoch 235, lr 0.146946
14:49:25 train - loss: 0.5016, acc: 0.9998
Epoch 236, lr 0.142712
14:49:44 train - loss: 0.5014, acc: 0.9999
Epoch 237, lr 0.138531
14:50:03 train - loss: 0.5014, acc: 0.9998
Epoch 238, lr 0.134404
14:50:22 train - loss: 0.5012, acc: 0.9999
Epoch 239, lr 0.130332
14:50:41 train - loss: 0.5012, acc: 0.9999
Epoch 240, lr 0.126315
14:50:59 train - loss: 0.5010, acc: 1.0000
14:51:01 valid - loss: 0.2535, acc: 0.9478
Epoch 241, lr 0.122353
14:51:20 train - loss: 0.5011, acc: 0.9999
Epoch 242, lr 0.118448
14:51:39 train - loss: 0.5011, acc: 1.0000
Epoch 243, lr 0.114599
14:51:58 train - loss: 0.5011, acc: 0.9999
Epoch 244, lr 0.110807
14:52:17 train - loss: 0.5010, acc: 1.0000
Epoch 245, lr 0.107072
14:52:35 train - loss: 0.5010, acc: 0.9999
Epoch 246, lr 0.103396
14:52:54 train - loss: 0.5009, acc: 1.0000
Epoch 247, lr 0.099777
14:53:13 train - loss: 0.5009, acc: 1.0000
Epoch 248, lr 0.096218
14:53:32 train - loss: 0.5009, acc: 1.0000
Epoch 249, lr 0.092717
14:53:51 train - loss: 0.5009, acc: 1.0000
Epoch 250, lr 0.089276
14:54:09 train - loss: 0.5009, acc: 1.0000
14:54:11 valid - loss: 0.2535, acc: 0.9482
Epoch 251, lr 0.085895
14:54:30 train - loss: 0.5009, acc: 1.0000
Epoch 252, lr 0.082574
14:54:49 train - loss: 0.5008, acc: 1.0000
Epoch 253, lr 0.079314
14:55:08 train - loss: 0.5008, acc: 0.9999
Epoch 254, lr 0.076115
14:55:27 train - loss: 0.5008, acc: 1.0000
Epoch 255, lr 0.072978
14:55:46 train - loss: 0.5009, acc: 1.0000
Epoch 256, lr 0.069902
14:56:04 train - loss: 0.5009, acc: 1.0000
Epoch 257, lr 0.066889
14:56:23 train - loss: 0.5009, acc: 1.0000
Epoch 258, lr 0.063938
14:56:42 train - loss: 0.5009, acc: 1.0000
Epoch 259, lr 0.061050
14:57:01 train - loss: 0.5009, acc: 1.0000
Epoch 260, lr 0.058225
14:57:20 train - loss: 0.5008, acc: 1.0000
14:57:21 valid - loss: 0.2525, acc: 0.9476
Epoch 261, lr 0.055464
14:57:40 train - loss: 0.5008, acc: 1.0000
Epoch 262, lr 0.052767
14:57:59 train - loss: 0.5008, acc: 1.0000
Epoch 263, lr 0.050134
14:58:18 train - loss: 0.5008, acc: 1.0000
Epoch 264, lr 0.047566
14:58:37 train - loss: 0.5008, acc: 1.0000
Epoch 265, lr 0.045062
14:58:56 train - loss: 0.5008, acc: 1.0000
Epoch 266, lr 0.042624
14:59:15 train - loss: 0.5007, acc: 1.0000
Epoch 267, lr 0.040251
14:59:34 train - loss: 0.5007, acc: 1.0000
Epoch 268, lr 0.037943
14:59:54 train - loss: 0.5008, acc: 1.0000
Epoch 269, lr 0.035702
15:00:13 train - loss: 0.5008, acc: 1.0000
Epoch 270, lr 0.033527
15:00:31 train - loss: 0.5008, acc: 1.0000
15:00:33 valid - loss: 0.2526, acc: 0.9473
Epoch 271, lr 0.031418
15:00:52 train - loss: 0.5008, acc: 1.0000
Epoch 272, lr 0.029376
15:01:11 train - loss: 0.5008, acc: 1.0000
Epoch 273, lr 0.027401
15:01:30 train - loss: 0.5007, acc: 1.0000
Epoch 274, lr 0.025493
15:01:49 train - loss: 0.5008, acc: 1.0000
Epoch 275, lr 0.023653
15:02:08 train - loss: 0.5007, acc: 1.0000
Epoch 276, lr 0.021880
15:02:27 train - loss: 0.5007, acc: 1.0000
Epoch 277, lr 0.020175
15:02:45 train - loss: 0.5007, acc: 1.0000
Epoch 278, lr 0.018538
15:03:04 train - loss: 0.5007, acc: 1.0000
Epoch 279, lr 0.016969
15:03:23 train - loss: 0.5007, acc: 1.0000
Epoch 280, lr 0.015469
15:03:42 train - loss: 0.5007, acc: 1.0000
15:03:44 valid - loss: 0.2590, acc: 0.9463
Epoch 281, lr 0.014038
15:04:03 train - loss: 0.5007, acc: 1.0000
Epoch 282, lr 0.012675
15:04:22 train - loss: 0.5007, acc: 1.0000
Epoch 283, lr 0.011381
15:04:40 train - loss: 0.5008, acc: 1.0000
Epoch 284, lr 0.010156
15:04:59 train - loss: 0.5007, acc: 1.0000
Epoch 285, lr 0.009000
15:05:18 train - loss: 0.5007, acc: 1.0000
Epoch 286, lr 0.007914
15:05:37 train - loss: 0.5008, acc: 1.0000
Epoch 287, lr 0.006897
15:05:56 train - loss: 0.5007, acc: 1.0000
Epoch 288, lr 0.005950
15:06:15 train - loss: 0.5007, acc: 1.0000
Epoch 289, lr 0.005073
15:06:34 train - loss: 0.5007, acc: 1.0000
Epoch 290, lr 0.004265
15:06:53 train - loss: 0.5007, acc: 1.0000
15:06:55 valid - loss: 0.2511, acc: 0.9501
Epoch 291, lr 0.003527
15:07:14 train - loss: 0.5007, acc: 1.0000
Epoch 292, lr 0.002859
15:07:33 train - loss: 0.5007, acc: 1.0000
Epoch 293, lr 0.002262
15:07:51 train - loss: 0.5007, acc: 1.0000
Epoch 294, lr 0.001734
15:08:10 train - loss: 0.5007, acc: 1.0000
Epoch 295, lr 0.001277
15:08:30 train - loss: 0.5007, acc: 1.0000
Epoch 296, lr 0.000890
15:08:49 train - loss: 0.5007, acc: 1.0000
Epoch 297, lr 0.000573
15:09:08 train - loss: 0.5007, acc: 1.0000
Epoch 298, lr 0.000327
15:09:26 train - loss: 0.5007, acc: 1.0000
Epoch 299, lr 0.000151
15:09:45 train - loss: 0.5007, acc: 1.0000
Epoch 300, lr 0.000045
15:10:04 train - loss: 0.5007, acc: 1.0000
15:10:06 valid - loss: 0.2504, acc: 0.9494
